الشركة,المستودع,الصنف,الوصف,تاريخ القيد,تاريخ النظام,نوع الحركة,رقم الحركة,رقم سند متصل,الكمية,الرصيد,Column1
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/13/2026,5/13/2026,تسليم,26002070,,-44,64141,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/13/2026,5/13/2026,مرتجع بيع,26000346,,4,64145,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/13/2026,5/13/2026,مرتجع بيع,26000346,,44,64189,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/13/2026,5/13/2026,مرتجع بيع,26000345,2610133,4,64193,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/14/2026,5/14/2026,تسليم,26002099,2610138,-500,63693,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/14/2026,5/14/2026,تسليم,26002099,2610138,-50,63643,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/15/2026,5/15/2026,تسليم,26002102,2610139,-150,63493,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/16/2026,5/16/2026,تسليم,26002106,2610143,-4,63489,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/16/2026,5/16/2026,تسليم,26002112,,-11,63478,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/16/2026,5/16/2026,تسليم,26002106,2610143,-46,63432,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/17/2026,5/17/2026,تسليم,26002115,2620134,-75,63357,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/17/2026,5/17/2026,تسليم,26002113,26190074,-46,63311,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/17/2026,5/17/2026,تسليم,26002115,2620134,-25,63286,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/17/2026,5/17/2026,تسليم,26002113,26190074,-4,63282,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/17/2026,5/17/2026,تسليم,26002129,26290006,-250,63032,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002148,2620138,-4,63028,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002151,2620141,-4,63024,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002149,2620139,-4,63020,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002151,2620141,-46,62974,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002148,2620138,-46,62928,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002149,2620139,-46,62882,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002150,2620140,-46,62836,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/18/2026,5/18/2026,تسليم,26002150,2620140,-4,62832,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/19/2026,5/19/2026,تسليم,26002175,,-3,62829,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,5/19/2026,5/19/2026,تسليم,26002173,,-1000,61829,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002223,2620148,-75,61754,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002233,2610155,-250,61504,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002226,2620145,-50,61454,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002227,,-3,61451,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002223,2620148,-25,61426,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002226,2620145,-100,61326,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002236,2610159,-250,61076,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002235,2610158,-250,60826,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002237,2610160,-500,60326,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002237,2610160,-50,60276,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002238,2610161,-250,60026,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002233,2610155,-50,59976,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002234,2610156,-100,59876,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/1/2026,6/1/2026,تسليم,26002234,2610156,-1000,58876,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002245,2620151,-200,58676,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002256,2620154,-500,58176,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002250,2610157,-46,58130,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002250,2610157,-4,58126,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002249,2610152,-25,58101,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002249,2610152,-150,57951,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002254,26190078,-100,57851,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002256,2620154,-50,57801,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/2/2026,6/2/2026,تسليم,26002254,26190078,-750,57051,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002261,26190082,-300,56751,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002268,2610168,-125,56626,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002268,2610168,-25,56601,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002262,26190081,-50,56551,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002267,2610166,-50,56501,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002263,2610165,-250,56251,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002263,2610165,-50,56201,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002267,2610166,-250,55951,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/3/2026,6/3/2026,تسليم,26002262,26190081,-500,55451,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/4/2026,6/4/2026,تسليم,26002272,,-50,55401,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002286,,-1000,54401,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002284,,-250,54151,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002275,2610170,-100,54051,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002289,,-750,53301,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002273,2620156,-4,53297,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002283,,-1000,52297,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002275,2610170,-250,52047,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/6/2026,6/6/2026,تسليم,26002273,2620156,-46,52001,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002302,2610173,-500,51501,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002302,2610173,-50,51451,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002311,2610177,-250,51201,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002310,2610176,-750,50451,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002314,2610179,-250,50201,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002311,2610177,-50,50151,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002307,,-1000,49151,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,مرتجع بيع,26000371,2620159,100,49251,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002306,2620159,-1000,48251,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002307,,-100,48151,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,مرتجع بيع,26000371,2620159,1000,49151,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/8/2026,6/8/2026,تسليم,26002306,2620159,-100,49051,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/9/2026,6/9/2026,تسليم,26002322,2620161,-50,49001,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/9/2026,6/9/2026,تسليم,26002318,26120071,-50,48951,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/9/2026,6/9/2026,تسليم,26002318,26120071,-500,48451,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/9/2026,6/9/2026,تسليم,26002322,2620161,-500,47951,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/10/2026,6/10/2026,تسليم,26002326,2610180,-25,47926,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/10/2026,6/10/2026,تسليم,26002326,2610180,-125,47801,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/14/2026,6/14/2026,تحويل خروج,26000173,112,-17600,30201,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/16/2026,6/16/2026,تسليم,26002361,2620165,-250,29951,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/22/2026,6/22/2026,تحويل خروج,26000204,112,-10750,19201,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/27/2026,6/27/2026,تسليم,26003410,,-20000,-799,
SHK,FGWH,1071006,شيخ الكار سردين بالزيت النباتي 125 غم 1*50,6/27/2026,6/27/2026,أخرى,26000121,,31878,31079,
SHK,FGWH,1081001,سكر 50 كعم 20*50,12/31/2025,1/1/2026,رصيد افتتاحي,,,13.05,13.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/3/2026,1/3/2026,تسليم,26000002,003651,-6,7.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/4/2026,1/4/2026,تسليم,26000008,2736,-1,6.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/4/2026,1/4/2026,تسليم,26000003,2735,-3,3.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/5/2026,1/5/2026,فاتورة شراء,26000002,31,0,3.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/5/2026,1/5/2026,تسليم,26000014,451,-5,-1.95,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/5/2026,1/5/2026,استلام مشتريات,26000001,31,78,76.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/5/2026,1/5/2026,تسليم,26000010,3658,-3,73.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/5/2026,1/5/2026,تسليم,26000004,451,-5,68.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/6/2026,1/6/2026,تسليم,26000024,,-5,63.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/6/2026,1/6/2026,تسليم,26000029,3673,-12,51.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/6/2026,1/6/2026,تسليم,26000030,3680,-2,49.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/7/2026,1/7/2026,تسليم,26000032,,-2,47.05,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/7/2026,1/7/2026,تسليم,26000011,,-4.6,42.45,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/7/2026,1/7/2026,تسليم,26000012,,-7,35.45,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/7/2026,1/7/2026,تسليم,26000013,,-0.05,35.4,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/8/2026,1/8/2026,تسليم,26000035,,-20,15.4,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/8/2026,1/8/2026,تسليم,26000033,,-3,12.4,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/10/2026,1/10/2026,تسليم,26000045,,-2,10.4,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/10/2026,1/10/2026,تسليم,26000047,,-0.18,10.22,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/10/2026,1/10/2026,تسليم,26000044,,-5,5.22,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/10/2026,1/10/2026,تسليم,26000044,,-5,0.22,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/11/2026,1/11/2026,فاتورة شراء,26000003,,75.6,75.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/11/2026,1/11/2026,تسليم,26000061,,-1,74.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/11/2026,1/11/2026,تسليم,26000054,,-0.05,74.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/11/2026,1/11/2026,تسليم,26000055,,-0.05,74.72,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/12/2026,1/12/2026,تسليم,26000078,,-3,71.72,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/12/2026,1/12/2026,تسليم,26000076,,-0.8,70.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/12/2026,1/12/2026,تسليم,26000068,,-20,50.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/13/2026,1/13/2026,تسليم,26000092,,-2,48.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/14/2026,1/14/2026,تسليم,26000116,,-2,46.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/15/2026,1/15/2026,تسليم,26000138,,-5,41.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/15/2026,1/15/2026,تسليم,26000150,,-20,21.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/17/2026,1/17/2026,فاتورة بيع,260000015,,-5,16.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/17/2026,1/17/2026,تسليم,26000246,,-5,11.92,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/17/2026,1/17/2026,تسليم,26000245,,-1.5,10.42,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/18/2026,1/18/2026,فاتورة شراء,26000102,,78,88.42,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/18/2026,1/18/2026,فاتورة شراء,26000103,,42.05,130.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/18/2026,1/18/2026,فاتورة شراء,26000111,,-78,52.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/18/2026,1/18/2026,تسليم,26000170,,-4,48.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/18/2026,1/18/2026,تسليم,26000157,,-2,46.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/18/2026,1/18/2026,تسليم,26000160,,-5,41.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/18/2026,1/18/2026,تسليم,26000169,,-4,37.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/19/2026,1/19/2026,تسليم,26000181,,-3,34.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/20/2026,1/20/2026,تسليم,26000210,,-7,27.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/20/2026,1/20/2026,تسليم,26000196,,-5,22.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/21/2026,1/21/2026,تسليم,26000219,,-4,18.47,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/21/2026,1/21/2026,مرتجع بيع,26000032,,0.1,18.57,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/22/2026,1/22/2026,تسليم,26000239,,-1.5,17.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/22/2026,1/22/2026,تسليم,26000231,,-5,12.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/24/2026,1/24/2026,فاتورة بيع,260000016,,-2,10.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/25/2026,1/25/2026,فاتورة شراء,26000140,,-75.6,-65.53,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/25/2026,1/25/2026,مرتجع بيع,26000045,,3,-62.53,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/25/2026,1/25/2026,تسليم,26000242,,-5,-67.53,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/25/2026,1/25/2026,فاتورة شراء,26000139,,75.6,8.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/25/2026,1/25/2026,تسليم,26000241,,-3,5.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/25/2026,1/25/2026,مرتجع بيع,26000042,,5,10.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/26/2026,1/26/2026,تسليم,26000259,,-0.3,9.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/27/2026,1/27/2026,تسليم,26000315,,-1,8.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/27/2026,1/27/2026,تسليم,26000307,,-1.05,7.72,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/27/2026,1/27/2026,تسليم,26000310,,-3,4.72,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/27/2026,1/27/2026,تسليم,26000311,,-2,2.72,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/27/2026,1/27/2026,تسليم,26000340,,-5,-2.28,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,تسليم,26000331,,-20,-22.28,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,فاتورة بيع,26100528,,-4,-26.28,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,تسليم,26000332,,-7,-33.28,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,تسليم,26000341,,-20,-53.28,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,تسليم,26000321,,-0.5,-53.78,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,فاتورة شراء,26000166,,20,-33.78,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,فاتورة شراء,26000165,,20,-13.78,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,تسليم,26000326,,-1,-14.78,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,تسليم,26000325,,-6,-20.78,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/28/2026,1/28/2026,فاتورة شراء,26000164,,75.6,54.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/29/2026,1/29/2026,تسليم,26000345,,-1,53.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/29/2026,1/29/2026,تسليم,26000328,,-12,41.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/31/2026,1/31/2026,تسليم,26000360,,-5,36.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/31/2026,1/31/2026,تسليم,26000358,,-2,34.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/31/2026,1/31/2026,تسليم,26000362,,-5,29.82,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/31/2026,1/31/2026,تسليم,26000351,,-0.05,29.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,1/31/2026,1/31/2026,تسليم,26000361,,-5,24.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/1/2026,2/1/2026,تسليم,26000382,,-12,12.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/2/2026,2/2/2026,فاتورة شراء,26000186,,50.4,63.17,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/2/2026,2/2/2026,تسليم,26000389,,-25.2,37.97,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/2/2026,2/2/2026,تسليم,26000386,,-10,27.97,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/2/2026,2/2/2026,مرتجع بيع,26000095,,12,39.97,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,تسليم,26000423,,-1,38.97,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,فاتورة شراء,26000192,,42,80.97,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,تسليم,26000416,,-5,75.97,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,استلام مشتريات,26000014,,0.1,76.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,تسليم,26000425,,-0.05,76.02,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,مرتجع بيع,26000107,,0.05,76.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,فاتورة شراء,26000466,,42,118.07,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,أخرى,26000001,,-0.1,117.97,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,استلام مشتريات,26000008,,41.9,159.87,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,تسليم,26000405,,-0.5,159.37,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,تسليم,26000404,,-5,154.37,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/3/2026,2/3/2026,تسليم,26000396,,-3,151.37,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,تسليم,26000432,,-5.75,145.62,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,مرتجع بيع,26000110,,0.05,145.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,تسليم,26000430,,-8,137.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,تسليم,26000431,,-7,130.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,تسليم,26000448,,-5,125.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,تسليم,26000449,,-2,123.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,تسليم,26000435,,-16,107.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/4/2026,2/4/2026,تسليم,26000436,,-1,106.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/5/2026,2/5/2026,تسليم,26000469,,-2,104.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/5/2026,2/5/2026,تسليم,26000450,,-0.5,104.17,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/8/2026,2/8/2026,تسليم,26000498,,-4,100.17,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/8/2026,2/8/2026,مرتجع بيع,26000121,451,5,105.17,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/8/2026,2/8/2026,مرتجع بيع,26000128,,0.05,105.22,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/8/2026,2/8/2026,تسليم,26000491,,-5,100.22,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/8/2026,2/8/2026,تسليم,26000492,,-2,98.22,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/8/2026,2/8/2026,تسليم,26000493,,-1.5,96.72,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/9/2026,2/9/2026,تسليم,26000522,,-0.05,96.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/9/2026,2/9/2026,تسليم,26000523,,-3,93.67,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/9/2026,2/9/2026,تسليم,26000512,,-0.9,92.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/9/2026,2/9/2026,تسليم,26000520,,-4,88.77,
SHK,FGWH,1081001,سكر 50 كعم 20*50,2/10/2026,2/10/2026,تسليم,26000538,,-1,87.77,
