ProductionOrder,OrderDate,FinishedItem,FinishedItemName,ProductionUOM,PlannedQtyFinished,TotalProductionCost,ProducedQty,TotalWasteCost,UnitProductionCost
26000282,2/2/2026,1021142,الميلاد حلاوة 1500 غم فستق 1*6,حبة,954,2058.255,954,0,2.1575
26000283,2/3/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1339,1324.902,1339,2.643842,0.989471247
26000284,2/3/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,960,1476.906,960,0,1.53844375
26000285,2/3/2026,1171028,حلاوة بلك فستق ميار,kg,1351,1508.349,1351,0,1.116468542
26000286,2/3/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1440,1316.895,1440,0,0.914510417
26000287,2/3/2026,1011088,الموسم طحينية 800 غم  1*12,حبة,1320,1741.322,1320,0,1.319183333
26000288,2/4/2026,1011101,الموسم طحينية 400 غم 1*12,حبة,3648,2442.154,3648,0,0.66945011
26000289,2/3/2026,1011093,الموسم طحينية 250 غم 1*12,حبة,1908,1017.04,1908,0,0.533039832
26000290,2/3/2026,1011020,شيخ الكار طحينية 800 غم 1*12,حبة,1056,1469.512,1056,0,1.391583333
26000291,2/3/2026,1011021,شيخ الكار طحينية 5 كغم 1*4,حبة,16,140.596,16,0,8.78725
26000292,1/12/2026,1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,حبة,1,1.028,1,0,1.028
26000293,2/2/2026,1011087,تمور البركة طحينية 400 غم *12,حبة,2148,1613.9,2148,0,0.751350093
26000294,2/3/2026,1171015,طحينية بلك شيخ الكار حجر,kg,24000,36725.671,24000,257.6,1.530236292
26000295,2/4/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,258,396.918,258,0,1.53844186
26000296,2/4/2026,1011009,الموسم طحينية 900 غم مطرة 1*1,حبة,1200,1702.74,1200,0,1.41895
26000297,2/4/2026,1011005,ميار طحينية 250 غم 1*12,حبة,396,167.472,396,0,0.422909091
26000298,2/4/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,2580,2438.865,2580,0,0.945296512
26000299,2/4/2026,1021045,شيخ الكار حلاوة 200 غم سادة 1*12,حبة,2160,625.194,2160,0,0.289441667
26000300,2/4/2026,1021044,شيخ الكار حلاوة 200 غم فستق 1*12,حبة,2160,757.818,2160,0,0.350841667
26000301,2/4/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,480,0,480,0,0
26000302,2/4/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2144,5287.362,2144,3218.930012,2.466120336
26000303,2/4/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2068,2560.488,2068,5.109072,1.238147002
26000304,2/4/2026,1011093,الموسم طحينية 250 غم 1*12,حبة,132,68.757,132,0,0.520886364
26000305,2/4/2026,1011101,الموسم طحينية 400 غم 1*12,حبة,144,94.133,144,0,0.653701389
26000306,2/4/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,445,12236.165,445,0,27.497
26000307,2/4/2026,1011088,الموسم طحينية 800 غم  1*12,حبة,240,316.604,240,0,1.319183333
26000308,2/4/2026,1171017,طحينية بلك ميار - موسم  كروما,kg,20000,59659.8,20000,29742.4,2.98299
26000309,2/4/2026,1171017,طحينية بلك ميار - موسم  كروما,kg,2000,2564,2000,0,1.282
26000310,2/5/2026,1171017,طحينية بلك ميار - موسم  كروما,kg,10000,14958.7,10000,0,1.49587
26000311,2/4/2026,1021031,ميار حلاوة 1200 غم برش فستق 1*6,حبة,480,775.216,480,0,1.615033333
26000312,2/3/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,1524,1218.25,1524,0,0.79937664
26000313,2/4/2026,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,حبة,720,642.828,720,0,0.892816667
26000314,2/4/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,219,384.954,219,0,1.757780822
26000315,2/4/2026,1021030,ميار حلاوة 550 غم رشة فستق 1*12,حبة,1200,942,1200,0,0.785
26000316,2/3/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1339,2648.51,1339,1315.969129,1.977976102
26000317,2/3/2026,1171028,حلاوة بلك فستق ميار,kg,1351,1537.751,1351,0,1.13823168
26000318,2/3/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2161,2141.774,2161,56.77049,0.991103193
26000319,2/3/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,465,536.399,465,0,1.153546237
26000320,2/4/2026,1011087,تمور البركة طحينية 400 غم *12,حبة,6132,4607.278,6132,0,0.751349967
26000321,1/14/2026,1011101,الموسم طحينية 400 غم 1*12,حبة,1572,0,1572,0,0
26000322,1/14/2026,1011101,الموسم طحينية 400 غم 1*12,حبة,1572,1027.616,1572,0,0.653699746
26000323,2/4/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,4830,4734.079,4830,74.443199,0.98014058
26000324,2/4/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,773,927.929,773,0,1.200425614
26000325,2/4/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,487,555.391,487,0,1.140433265
26000326,2/4/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1123,1328.812,1123,211.251277,1.183269813
26000327,2/4/2026,1171028,حلاوة بلك فستق ميار,kg,531,686.169,531,0,1.292220339
26000328,2/4/2026,1171013,حلاوة بلك رشة فستق ميار,kg,600,766.692,600,0,1.27782
26000329,2/5/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2186,2194.939,2186,85.946394,1.004089204
26000330,2/5/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,453,506.821,453,0,1.118810155
26000331,2/5/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,967,1087.227,967,0,1.124329886
26000332,2/5/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,380,406.481,380,28.140991,1.069686842
26000333,2/4/2026,1171016,حلاوة بلك دايت,kg,270,637.809,270,50.924315,2.362255556
26000334,2/5/2026,1011028,شيخ الكار طحينية 9 كغم تنك 1*1,تنكة,240,3673.008,240,0,15.3042
26000335,2/5/2026,1011088,الموسم طحينية 800 غم  1*12,حبة,960,1231.856,960,0,1.283183333
26000336,2/5/2026,1011087,تمور البركة طحينية 400 غم *12,حبة,2568,1929.467,2568,0,0.751350078
26000337,2/5/2026,1011095,الافندي طحينية 500 غم 1*12,حبة,600,542.3,600,0,0.903833333
26000338,2/6/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,3895,3811.112,3895,53.384749,0.978462644
26000339,2/6/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2661,3024.486,2661,0,1.13659752
26000340,2/6/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,2694,2653.065,2694,1.773476,0.984805122
26000341,2/6/2026,1171028,حلاوة بلك فستق ميار,kg,2715,3049.263,2715,0,1.123117127
26000342,2/6/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2661,0,2661,0,0
26000343,2/6/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,2661,3173.022,2661,0,1.192417136
26000344,2/5/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,1200,1144.34,1200,0,0.953616667
26000345,2/5/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,504,401.273,504,0,0.796176587
26000346,2/5/2026,1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,تنكة,116,219.843,116,0,1.895198276
26000347,2/5/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,476,828.417,476,0,1.740371849
26000348,2/5/2026,1021020,ميار حلاوة 2200 غم برش فستق 1*4,حبة,120,326.319,120,0,2.719325
26000349,2/7/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,2052,1889.844,2052,0,0.920976608
26000350,2/7/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,400,1170.33,400,0,2.925825
26000351,2/7/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,1440,1146.494,1440,0,0.796176389
26000352,2/7/2026,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,حبة,468,417.838,468,0,0.892816239
26000353,2/7/2026,1021020,ميار حلاوة 2200 غم برش فستق 1*4,حبة,420,1142.117,420,0,2.71932619
26000354,2/7/2026,1021161,الموسم حلاوة 1200 غم برش فستق 1*6,حبة,1206,1912.326,1206,0,1.585676617
26000355,2/7/2026,1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,حبة,670,698.39,670,0,1.042373134
26000356,2/7/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,167,4566.114,167,0,27.342
26000357,2/7/2026,1011033,شيخ الكار طحينية 15 كغم تنك 1*1,تنكة,160,3648.12,160,0,22.80075
26000358,2/7/2026,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,حبة,1680,2404.085,1680,0,1.431002976
26000359,2/8/2026,1011098,الافندي طحينية 250 غم 1*12,حبة,1200,503.627,1200,0,0.419689167
26000360,2/7/2026,1021017,ميار حلاوة 2300 غم رشة فستق 1*4,حبة,250,641.25,250,0,2.565
26000361,2/7/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,3119,3103.994,3119,3.45544E-13,0.995188843
26000362,2/7/2026,1171028,حلاوة بلك فستق ميار,kg,2305,2581.278,2305,0,1.119860304
26000363,2/8/2026,1141003,سمسم محمص 50 كغم,kg,1000,1513.615,1000,0,1.513615
26000364,2/7/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2204,4292.252,2205,2170.273152,1.946599546
26000365,2/8/2026,1021053,شيخ الكار حلاوة 3 كغم شوكولاته 1*6,حبة,1,3.743,1,0,3.743
26000366,2/8/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,429,1255.137,429,0,2.925727273
26000367,2/8/2026,1021005,ميار حلاوة 300 غم رشة فستق 1*12,حبة,3108,1282.527,3108,0,0.412653475
26000368,2/8/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,960,915.472,960,0,0.953616667
26000369,2/7/2026,1171015,طحينية بلك شيخ الكار حجر,kg,20000,30272.291,20000,0,1.51361455
26000370,2/7/2026,1171013,حلاوة بلك رشة فستق ميار,kg,839,978.393,839,0,1.166141836
26000371,2/8/2026,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,حبة,3132,4468.79,3132,0,1.426816731
26000372,2/8/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,2400,3343.2,0,3343.2,0
26000373,2/8/2026,1011008,ميار طحينية 550 غم 1*12,حبة,1200,1033.62,0,1033.62,0
26000374,2/8/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,167,4551.084,167,0,27.252
26000375,2/8/2026,1011021,شيخ الكار طحينية 5 كغم 1*4,حبة,1,8.135,1,0,8.135
26000376,2/8/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,2,56.83,2,0,28.415
26000377,2/7/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,913,1133.676,913,0,1.241704272
26000378,2/7/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,934,1082.314,934,0,1.158794433
26000379,2/9/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,150,4279.542,150,0,28.53028
26000380,2/9/2026,1011008,ميار طحينية 550 غم 1*12,حبة,1200,0,0,0,0
26000381,2/9/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,2400,0,0,0,0
26000382,2/8/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,2400,3343.2,2400,0,1.393
26000383,2/8/2026,1011008,ميار طحينية 550 غم 1*12,حبة,1200,1033.62,1200,0,0.86135
26000384,1/12/2026,1011003,الموسم طحينية 18 كغم تنك 1*1,حبة,15,423.66,15,0,28.244
26000385,2/9/2026,1021050,شيخ الكار حلاوة 800 غم سادة 1*12,حبة,1920,1830.944,1920,0,0.953616667
26000386,2/9/2026,1021062,شيخ الكار حلاوة 800 غم فستق 1*12,حبة,960,1085.2,960,0,1.130416667
26000387,2/9/2026,1021020,ميار حلاوة 2200 غم برش فستق 1*4,حبة,540,1172.624,540,0,2.171525926
26000388,2/9/2026,1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,حبة,960,1008.112,960,0,1.050116667
26000389,2/9/2026,1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,تنكة,210,397.992,210,0,1.8952
26000390,2/9/2026,1011036,قاسيون طحينية 1كغم مطرة 1*12,حبة,1200,1971.2,1200,0,1.642666667
26000391,2/9/2026,1021044,شيخ الكار حلاوة 200 غم فستق 1*12,حبة,2160,773.37,2160,0,0.358041667
26000392,2/9/2026,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,حبة,1884,1695.33,1884,0,0.899856688
26000393,2/9/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,588,468.152,588,0,0.796176871
26000394,2/9/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,100,2852.3,100,0,28.523
26000395,2/9/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,1800,2507.4,1800,0,1.393
26000396,2/9/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,192,5559.936,192,0,28.958
26000397,1/22/2026,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,حبة,550,215.474,550,0,0.391770909
26000398,2/9/2026,1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,حبة,2,8.33,2,0,4.165
26000399,2/9/2026,1011028,شيخ الكار طحينية 9 كغم تنك 1*1,تنكة,1,13.478,1,0,13.478
26000400,2/9/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,135,3850.605,135,0,28.523
26000401,2/9/2026,1011015,الموسم طحينية 9 كغم تنك 1*1,حبة,240,3254.04,240,0,13.5585
26000402,2/9/2026,1011005,ميار طحينية 250 غم 1*12,حبة,2800,1188.236,2800,0,0.42437
26000403,2/8/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,1735.5,1749.101,1735.5,26.382535,1.007836935
26000404,2/10/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,600,835.8,600,0,1.393
26000405,2/10/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,250,979.25,250,0,3.917
26000406,2/10/2026,1011035,شيخ الكار طحينية 18 كغم سطل 1*1,تنكة,48,208.896,48,0,4.352
26000407,2/10/2026,1011022,شيخ الكار طحينية 3500 غم 1*4,حبة,3,4.289,3,0,1.429666667
26000408,2/10/2026,1171015,طحينية بلك شيخ الكار حجر,kg,15000,85.848,15000,0,0.0057232
26000409,2/10/2026,1011123,الفاخرة طحينية  900 غ 1*12,حبة,4032,2507.366,4032,0,0.621866567
26000410,2/10/2026,1021161,الموسم حلاوة 1200 غم برش فستق 1*6,حبة,1896,2730.746,1896,0,1.440266878
26000411,2/10/2026,1021005,ميار حلاوة 300 غم رشة فستق 1*12,حبة,3012,887.767,3012,0,0.29474336
26000412,2/11/2026,1021030,ميار حلاوة 550 غم رشة فستق 1*12,حبة,1200,613.622,1200,0,0.511351667
26000413,2/10/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,3101,948.97,3101,11.449701,0.306020639
26000414,2/10/2026,1171013,حلاوة بلك رشة فستق ميار,kg,1411,1034.29,1411,0,0.733019135
26000415,2/10/2026,1171028,حلاوة بلك فستق ميار,kg,1718,1321.329,1718,0,0.769108847
26000416,2/8/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,2172,671.137,2172,21.080712,0.308994936
26000417,2/10/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,1807,1725.978,1807,0,0.955162147
26000418,2/10/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,423,341.133,423,0,0.806460993
26000419,2/9/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,5695,1745.132,5695,40.56273,0.306432309
26000420,2/9/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,3960,2337.412,3960,0,0.590255556
26000421,2/9/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,474,263.87,474,0,0.556687764
26000422,2/9/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,486,262.514,486,0,0.540152263
26000423,2/9/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,2162,678.634,2162,25.081386,0.313891767
26000424,2/9/2026,1171013,حلاوة بلك رشة فستق ميار,kg,706,462.702,706,0,0.655385269
26000425,2/9/2026,1171028,حلاوة بلك فستق ميار,kg,1476,885.456,1476,0,0.599902439
26000426,2/11/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,3528,2341.522,3528,0,0.663696712
26000427,2/11/2026,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,حبة,660,277.528,660,0,0.42049697
26000428,2/11/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,388,2069.204,388,0,5.333
26000429,2/11/2026,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,حبة,1800,462.39,1800,0,0.256883333
26000430,2/11/2026,1021005,ميار حلاوة 300 غم رشة فستق 1*12,حبة,2904,787.72,2904,0,0.271253444
26000431,2/10/2026,1171013,حلاوة بلك رشة فستق ميار,kg,80,45.386,80,0,0.567325
26000432,2/11/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,984,1370.712,984,0,1.393
26000433,2/11/2026,1011008,ميار طحينية 550 غم 1*12,حبة,2448,2108.585,2448,0,0.861350082
26000434,2/11/2026,1011024,شيخ الكار طحينية 250 غم 1*12,حبة,2148,315.398,2148,0,0.146833333
26000435,2/11/2026,1011094,شيخ الكار طحينية 500 غم 1*12,حبة,8,1.325,8,0,0.165625
26000436,2/11/2026,1021161,الموسم حلاوة 1200 غم برش فستق 1*6,حبة,480,620.751,480,0,1.29323125
26000437,2/11/2026,1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,حبة,336,1789.032,336,0,5.3245
26000438,2/11/2026,1021036,شيخ الكار حلاوة 400 غم شوكولاته 1*12,حبة,3348,1557.992,3348,0,0.46535006
26000439,2/11/2026,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,حبة,540,404.015,540,0,0.748175926
26000440,2/8/2026,1171017,طحينية بلك ميار - موسم  كروما,kg,20000,29917.4,20000,0,1.49587
26000441,2/11/2026,1011024,شيخ الكار طحينية 250 غم 1*12,حبة,852,415.421,852,0,0.487583333
26000442,2/11/2026,1021030,ميار حلاوة 550 غم رشة فستق 1*12,حبة,5136,2942.928,5136,0,0.573
26000443,2/11/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,282,492.271,282,0,1.745641844
26000444,2/11/2026,1021020,ميار حلاوة 2200 غم برش فستق 1*4,حبة,1240,2703.322,1240,0,2.180098387
26000445,2/11/2026,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,حبة,6,17.524,6,0,2.920666667
26000446,2/11/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,9,15.705,9,0,1.745
26000447,2/11/2026,1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,حبة,1,4.099,1,0,4.099
26000448,2/11/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,84,149.862,84,0,1.784071429
26000449,2/11/2026,1021036,شيخ الكار حلاوة 400 غم شوكولاته 1*12,حبة,108,51.835,108,0,0.479953704
26000450,2/11/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,5565,6105.089,5565,155.964056,1.097051033
26000451,2/11/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,5523,6595.752,5523,0,1.194233569
26000452,2/11/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,106,128.352,106,0,1.210867925
26000453,2/11/2026,1171026,حلاوة بلك شوكولاته شيخ الكار,kg,40,44.087,40,0,1.102175
26000454,2/11/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,2634,2607.426,2634,18.200886,0.989911162
26000455,2/11/2026,1171028,حلاوة بلك فستق ميار,kg,79,77.098,79,0,0.975924051
26000456,2/11/2026,1171013,حلاوة بلك رشة فستق ميار,kg,2571,2197.356,2571,0,0.854669778
26000457,2/11/2026,1171015,طحينية بلك شيخ الكار حجر,kg,20000,34772.875,20000,0,1.73864375
26000458,2/11/2026,1011053,شتلة طحينية 800 غم 1*12,حبة,300,458.635,300,0,1.528783333
26000459,2/11/2026,1011054,شتلة طحينية 400 غم 1*12,حبة,300,251.205,300,0,0.83735
26000460,2/14/2026,1011008,ميار طحينية 550 غم 1*12,حبة,1512,1302.361,1512,1.69962E-13,0.861349868
26000461,2/14/2026,1011005,ميار طحينية 250 غم 1*12,حبة,4044,3066.97,4044,0,0.758400099
26000462,2/14/2026,1011123,الفاخرة طحينية  900 غ 1*12,حبة,1644,2883.275,1644,0,1.75381691
26000463,2/14/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,3600,5014.8,3600,0,1.393
26000464,2/14/2026,1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,حبة,1200,2211.528,1200,0,1.84294
26000465,2/14/2026,1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,تنكة,211,403.474,211,0,1.912199052
26000466,2/14/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,168,1375.92,168,0,8.19
26000467,2/13/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,11302,11854.332,11302,0,1.048870288
26000468,2/13/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,9526,12472.784,9526,0,1.309341172
26000469,2/13/2026,1171029,حلاوة بلك رشة شيخ الكار,kg,1941,2230.764,1941,0,1.149285935
26000470,2/14/2026,1021159,الفاخرة حلاوة 300 غم فستق 1*12,حبة,7188,2925.971,7188,0,0.4070633
26000471,2/11/2026,1011089,جولدن سوان طحينية 450 غم  1*12,حبة,4908,4467.752,4908,0,0.910299919
26000472,2/14/2026,1011008,ميار طحينية 550 غم 1*12,حبة,72,62.013,72,0,0.861291667
26000473,2/14/2026,1171018,زيت سيرج بلك,kg,100,381.48,100,0,3.8148
26000474,2/14/2026,1171018,زيت سيرج بلك,kg,73,248.708,73,0,3.406958904
26000475,2/14/2026,1011021,شيخ الكار طحينية 5 كغم 1*4,حبة,1,9.857,1,0,9.857
26000476,2/15/2026,1011028,شيخ الكار طحينية 9 كغم تنك 1*1,تنكة,240,3686.952,240,0,15.3623
26000477,2/15/2026,1011121,الفاخرة طحينية 270 غم 1*12,حبة,6000,3388.58,6000,0,0.564763333
26000478,2/15/2026,1011020,شيخ الكار طحينية 800 غم 1*12,حبة,1056,1650.299,1056,0,1.562783144
26000479,2/15/2026,1011020,شيخ الكار طحينية 800 غم 1*12,حبة,156,243.794,156,0,1.562782051
26000480,2/15/2026,1011026,شيخ الكار طحينية 400 غم 1*12,حبة,816,670.834,816,0,0.82210049
26000481,2/16/2026,1171022,حلاوة بلك سادة شيخ الكار,kg,3040,3328.437,3040,78.699397,1.094880592
26000482,2/15/2026,1171020,حلاوة بلك سادة ميار - موسم,kg,455,446.531,455,0.336375,0.981386813
26000483,2/15/2026,1171013,حلاوة بلك رشة فستق ميار,kg,458,415.831,458,0,0.907927948
26000484,2/15/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,972,948.066,972,0,0.975376543
26000485,2/15/2026,1011124,جولدن سوان طحينية 900 غم مطرة 1*12 قارورة,حبة,4200,6744.22,4200,0,1.605766667
26000486,2/15/2026,1021149,الميلاد حلاوة 700 غم فستق 1*12,حبة,600,631.03,600,0,1.051716667
26000487,2/15/2026,1021080,شتلة حلاوة 300 غم رشة فستق 1*12,حبة,1692,578.341,1692,0,0.341809102
26000488,2/15/2026,1021121,جولدن سوان حلاوة 400 غم فستق 1*12,حبة,14796,9433.93,14796,0,0.637600027
26000489,2/15/2026,1021115,جولدن سوان حلاوة 800 غم فستق 1*12,حبة,5964,7071.018,5964,0,1.1856167
26000490,2/14/2026,1171015,طحينية بلك شيخ الكار حجر,kg,20000,34819.816,20000,0,1.7409908
26000491,2/15/2026,1021161,الموسم حلاوة 1200 غم برش فستق 1*6,حبة,72,93.37,72,0,1.296805556
26000492,2/14/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,52,426.556,52,0,8.203
26000493,2/16/2026,1011026,شيخ الكار طحينية 400 غم 1*12,حبة,1224,1009.678,1224,0,0.824900327
26000494,2/16/2026,1011024,شيخ الكار طحينية 250 غم 1*12,حبة,1932,1053.584,1932,0,0.545333333
26000495,2/16/2026,1011027,شيخ الكار طحينية 18 كغم تنك 1*1,تنكة,300,9782.7,300,0,32.609
26000496,2/16/2026,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,حبة,1800,941.757,1800,0,0.523198333
26000497,2/16/2026,1011020,شيخ الكار طحينية 800 غم 1*12,حبة,48,75.282,48,0,1.568375
26000498,2/16/2026,1011025,شيخ الكار طحينية 600 غم 1*12,حبة,48,56.646,48,0,1.180125
26000499,2/16/2026,1011003,الموسم طحينية 18 كغم تنك 1*1,حبة,200,5652.4,200,0,28.262
26000500,2/16/2026,1011005,ميار طحينية 250 غم 1*12,حبة,3000,2273.86,3000,0,0.757953333
26000501,2/16/2026,1011093,الموسم طحينية 250 غم 1*12,حبة,4080,1807.848,4080,0,0.4431
26000502,2/17/2026,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,حبة,1740,1654.839,1740,0,0.951056897
26000503,2/17/2026,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,حبة,1200,534.124,1200,0,0.445103333
26000504,2/17/2026,1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,حبة,80,674.94,80,0,8.43675
26000505,2/17/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,1020,1028.83,1020,0,1.008656863
26000506,2/17/2026,1021113,عرفة حلاوة 250 غم فستق 1*12,حبة,1200,511.888,1200,0,0.426573333
26000507,2/17/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,316,2641.128,316,0,8.358
26000508,2/17/2026,1171031,حلاوة بلك فستق شيخ الكار,kg,271,359.64,271,0,1.327084871
26000509,2/17/2026,1011031,شيخ الكار زيت سيرج 250 ملم 1*12,حبة,1,1.728,1,0,1.728
26000510,2/17/2026,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,حبة,900,876.687,900,0,0.974096667
26000511,2/17/2026,1021024,الموسم حلاوة 6 كغم فستق 1*4,حبة,200,1703,200,0,8.515
26000512,2/17/2026,1021100,الضياء حلاوة 400 غم سادة 1*12,حبة,600,301.086,600,0,0.50181
26000513,2/17/2026,1021099,الضياء حلاوة 400 غم فستق 1*12,حبة,1200,743.34,1200,0,0.61945
26000514,2/17/2026,1011005,ميار طحينية 250 غم 1*12,حبة,3000,2984.36,3000,998.5,0.994786667
26000515,2/17/2026,1011007,ميار طحينية 900 غم مطرة 1*12,حبة,1800,2728.98,1800,220.05,1.5161
26000516,2/17/2026,1011025,شيخ الكار طحينية 600 غم 1*12,حبة,1200,1416.14,1200,0,1.180116667
26000517,2/17/2026,1141003,سمسم محمص 50 كغم,kg,50,87.049,0,87.04954,0
26000518,2/17/2026,1011052,القيسي طحينية 900 غم مطرة 1*12,حبة,120,192.252,120,0,1.6021
26000519,2/17/2026,1141003,سمسم محمص 50 كغم,kg,50,0,0,0,0
26000520,2/17/2026,1141003,سمسم محمص 50 كغم,kg,50,87.049,50,0,1.74098
26000521,2/16/2026,1021116,جولدن سوان حلاوة 800 غم سادة 1*12,حبة,2052,2028.104,2052,0,0.988354776
26000522,2/16/2026,1021126,جولدن سوان حلاوة 400 غم سادة 1*12,حبة,2421,1350.87,2421,0,0.557980173
