ProductionOrderNo,OrderStatus,FinishedItemCode,FinishedItemName,OrderDate,TotalProducedQty,IssueDocumentNo,RawMaterialCode,RawMaterialName,ActualConsumedQty,UnitPrice,TotalMaterialCost,FromWarehouse
26000350,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,2/7/2026,400,26000344,1171031,حلاوة بلك فستق شيخ الكار,870,1.179,1025.73,WIP
26000350,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,2/7/2026,400,26000344,1181435,علب شيخ الكار حلاوة 2300 غم فستق,400,0.32,128,PKGWH
26000351,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/7/2026,1440,26000345,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",120,0.197,23.64,PKGWH
26000351,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/7/2026,1440,26000345,1171022,حلاوة بلك سادة شيخ الكار,921.6,0.984,906.854,WIP
26000351,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/7/2026,1440,26000345,1181425,علب شيخ الكار حلاوة 700 غم سادة,1440,0.15,216,PKGWH
26000352,Closed (مغلق),1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,2/7/2026,468,26000346,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",39,0.197,7.683,PKGWH
26000352,Closed (مغلق),1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,2/7/2026,468,26000346,1171026,حلاوة بلك شوكولاته شيخ الكار,299.52,1.135,339.955,WIP
26000352,Closed (مغلق),1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,2/7/2026,468,26000346,1181422,علب شيخ الكار حلاوة 700 غم شوكولاتة,468,0.15,70.2,PKGWH
26000353,Closed (مغلق),1021020,ميار حلاوة 2200 غم برش فستق 1*4,2/7/2026,420,26000347,1171028,حلاوة بلك فستق ميار,871.5,1.141,994.382,WIP
26000353,Closed (مغلق),1021020,ميار حلاوة 2200 غم برش فستق 1*4,2/7/2026,420,26000347,1181375,علب ميار حلاوة 2300 غم رشة فستق,420,0.306,128.52,PKGWH
26000353,Closed (مغلق),1021020,ميار حلاوة 2200 غم برش فستق 1*4,2/7/2026,420,26000347,1181015,كرتون ميار حلاوة 2300 غم رشة فستق قديم,105,0.183,19.215,PKGWH
26000354,Closed (مغلق),1021161,الموسم حلاوة 1200 غم برش فستق 1*6,2/7/2026,1206,26000352,1171028,حلاوة بلك فستق ميار,1338.66,1.141,1527.411,WIP
26000354,Closed (مغلق),1021161,الموسم حلاوة 1200 غم برش فستق 1*6,2/7/2026,1206,26000352,1181557,علب الموسم حلاوة 1300 غم رشة فستق,1206,0.28,337.68,PKGWH
26000354,Closed (مغلق),1021161,الموسم حلاوة 1200 غم برش فستق 1*6,2/7/2026,1206,26000352,1181402,كرتون الموسم حلاوة 1300 غم رشة فستق,201,0.235,47.235,PKGWH
26000355,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,2/7/2026,670,26000348,1181006,"كرتون متعدد شيخ الكار حلاوة 400 غم (فستق،سادة،شوكولاتة) دمعة",56,0.093,5.208,PKGWH
26000355,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,2/7/2026,670,26000348,1171016,حلاوة بلك دايت,268,2.359,632.212,WIP
26000355,Closed (مغلق),1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,2/7/2026,670,26000348,1181438,علب شيخ الكار حلاوة 400 غم دايت,670,0.091,60.97,PKGWH
26000356,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/7/2026,167,26000349,1171015,طحينية بلك شيخ الكار حجر,3006,1.519,4566.114,WIP
26000357,Closed (مغلق),1011033,شيخ الكار طحينية 15 كغم تنك 1*1,2/7/2026,160,26000351,1171015,طحينية بلك شيخ الكار حجر,2280,1.519,3463.32,WIP
26000357,Closed (مغلق),1011033,شيخ الكار طحينية 15 كغم تنك 1*1,2/7/2026,160,26000351,1181304,تنك شيخ الكار طحينية 15 كغم -فارغ,160,1.155,184.8,PKGWH
26000358,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,2/7/2026,1680,26000350,1171015,طحينية بلك شيخ الكار حجر,1428,1.519,2169.132,WIP
26000358,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,2/7/2026,1680,26000350,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,139.44,0.191,26.633,PKGWH
26000358,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,2/7/2026,1680,26000350,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,1680,0.124,208.32,PKGWH
26000359,Closed (مغلق),1011098,الافندي طحينية 250 غم 1*12,2/8/2026,1200,26000354,1171017,طحينية بلك ميار - موسم  كروما,258,1.457,375.906,WIP
26000359,Closed (مغلق),1011098,الافندي طحينية 250 غم 1*12,2/8/2026,1200,26000354,1181561,مرتبان الأفندي طحينية 250 غم,1200,0.09,108,PKGWH
26000359,Closed (مغلق),1011098,الافندي طحينية 250 غم 1*12,2/8/2026,1200,26000354,1181001,كرتون متعدد طحينية 300 اكسترا,99.6,0.198,19.721,PKGWH
26000360,Closed (مغلق),1021017,ميار حلاوة 2300 غم رشة فستق 1*4,2/7/2026,250,26000353,1021020,ميار حلاوة 2200 غم برش فستق 1*4,250,2.565,641.25,SAHABWH
26000361,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/7/2026,3119,26000355,1171010,جلوكوز,519.834,0.36,187.14,RMWH
26000361,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/7/2026,3119,26000355,1171014,عرق حلاوة,13.861,1.503,20.833,RMWH
26000361,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/7/2026,3119,26000355,1081001,سكر 50 كعم 20*50,1.039,390.048,405.26,RMWH
26000361,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/7/2026,3119,26000355,1171008,مثبت,55.45,1.473,81.678,RMWH
26000361,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/7/2026,3119,26000355,1171005,فانيلا,1.039,14.666,15.238,WIP
26000361,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/7/2026,3119,26000355,1171015,طحينية بلك شيخ الكار حجر,1575.095,1.519,2392.569,WIP
26000361,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/7/2026,3119,26000355,1171001,ملح ليمون,1.734,0.736,1.276,RMWH
26000362,Closed (مغلق),1171028,حلاوة بلك فستق ميار,2/7/2026,2305,26000356,1171020,حلاوة بلك سادة ميار - موسم,2288,0.996,2278.848,WIP
26000362,Closed (مغلق),1171028,حلاوة بلك فستق ميار,2/7/2026,2305,26000356,1171011,فستق حلبي,17,17.79,302.43,WIP
26000363,Closed (مغلق),1141003,سمسم محمص 50 كغم,2/8/2026,1000,26000359,1141002,سمسم خام,1.16,1299.991,1507.99,RMWH
26000363,Closed (مغلق),1141003,سمسم محمص 50 كغم,2/8/2026,1000,26000359,1171006,ملح,225,0.025,5.625,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000361,1171010,جلوكوز,367.334,0.36,132.24,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000362,1171014,عرق حلاوة,10,1.503,15.03,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000361,1171014,عرق حلاوة,9.795,1.503,14.722,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000362,1081001,سكر 50 كعم 20*50,0.75,390.048,292.536,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000361,1081001,سكر 50 كعم 20*50,0.734,390.048,286.295,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000362,1171008,مثبت,40,1.473,58.92,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000361,1171008,مثبت,39.183,1.473,57.717,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000362,1171005,فانيلا,0.75,14.666,11,WIP
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000361,1171005,فانيلا,0.734,14.666,10.765,WIP
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000362,1171015,طحينية بلك شيخ الكار حجر,1095,1.514,1657.83,WIP
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000361,1171015,طحينية بلك شيخ الكار حجر,1068.94,1.514,1618.375,WIP
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000362,1171001,ملح ليمون,1.25,0.736,0.92,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000361,1171001,ملح ليمون,1.225,0.736,0.902,RMWH
26000364,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,2/7/2026,2205,26000362,1171010,جلوكوز,375,0.36,135,RMWH
26000365,Closed (مغلق),1021053,شيخ الكار حلاوة 3 كغم شوكولاته 1*6,2/8/2026,1,26000357,1171026,حلاوة بلك شوكولاته شيخ الكار,3,1.135,3.405,WIP
26000365,Closed (مغلق),1021053,شيخ الكار حلاوة 3 كغم شوكولاته 1*6,2/8/2026,1,26000357,1181310,جاط شيخ الكار حلاوة 3 كغم شوكولاتة,1,0.338,0.338,PKGWH
26000366,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,2/8/2026,429,26000358,1181065,كرتون شيخ الكار حلاوة 2300 غم فستق,107,0.166,17.762,PKGWH
26000366,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,2/8/2026,429,26000358,1171031,حلاوة بلك فستق شيخ الكار,933.075,1.179,1100.095,WIP
26000366,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,2/8/2026,429,26000358,1181435,علب شيخ الكار حلاوة 2300 غم فستق,429,0.32,137.28,PKGWH
26000367,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/8/2026,3108,26000365,1171013,حلاوة بلك رشة فستق ميار,839.16,1.166,978.461,WIP
26000367,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/8/2026,3108,26000365,1181019,"كرتون متعدد حلاوة 300 غم (ميار،شتلة،فاخرة) أمنية",259,0.106,27.454,PKGWH
26000367,Closed (مغلق),1021005,ميار حلاوة 300 غم رشة فستق 1*12,2/8/2026,3108,26000365,1181373,علب ميار حلاوة 300 غم رشة فستق أمنية,3108,0.089,276.612,PKGWH
26000368,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,2/8/2026,960,26000363,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",80,0.197,15.76,PKGWH
26000368,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,2/8/2026,960,26000363,1171022,حلاوة بلك سادة شيخ الكار,768,0.984,755.712,WIP
26000368,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,2/8/2026,960,26000363,1181462,علب شيخ الكار حلاوة 800 غم سادة,960,0.15,144,PKGWH
26000369,Closed (مغلق),1171015,طحينية بلك شيخ الكار حجر,2/7/2026,20000,26000360,1141002,سمسم خام,23.2,1299.991,30159.791,RMWH
26000369,Closed (مغلق),1171015,طحينية بلك شيخ الكار حجر,2/7/2026,20000,26000360,1171006,ملح,4500,0.025,112.5,RMWH
26000370,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/7/2026,839,26000364,1171020,حلاوة بلك سادة ميار - موسم,830.5,0.996,827.178,WIP
26000370,Closed (مغلق),1171013,حلاوة بلك رشة فستق ميار,2/7/2026,839,26000364,1171011,فستق حلبي,8.5,17.79,151.215,WIP
26000371,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,2/8/2026,3132,26000366,1171015,طحينية بلك شيخ الكار حجر,2662.2,1.514,4030.571,WIP
26000371,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,2/8/2026,3132,26000366,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,261,0.191,49.851,PKGWH
26000371,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,2/8/2026,3132,26000366,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,3132,0.124,388.368,PKGWH
26000372,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/8/2026,0,26000368,1181221,مطرة ميار طحينية 900 غم,2400,0.105,252,PKGWH
26000372,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/8/2026,0,26000368,1181013,كرتون متعدد طحينية 900 غم مطرة,200,0.207,41.4,PKGWH
26000372,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/8/2026,0,26000368,1171017,طحينية بلك ميار - موسم  كروما,2040,1.495,3049.8,WIP
26000373,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/8/2026,0,26000369,1181237,مرتبان ميار طحينية 550 غم,1200,0.13,156,PKGWH
26000373,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/8/2026,0,26000369,1181370,كرتون اكسترا فاخرة طحينية 400 غم,100,0.165,16.5,WIP
26000373,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/8/2026,0,26000369,1171017,طحينية بلك ميار - موسم  كروما,576,1.495,861.12,WIP
26000374,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/8/2026,167,26000370,1171015,طحينية بلك شيخ الكار حجر,3006,1.514,4551.084,WIP
26000375,Closed (مغلق),1011021,شيخ الكار طحينية 5 كغم 1*4,2/8/2026,1,26000371,1181185,مرتبان شيخ الكار طحينية 5 كغم,1,0.565,0.565,PKGWH
26000375,Closed (مغلق),1011021,شيخ الكار طحينية 5 كغم 1*4,2/8/2026,1,26000371,1171015,طحينية بلك شيخ الكار حجر,5,1.514,7.57,WIP
26000376,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/8/2026,2,26000372,1181355,سطل شيخ الكار طحينية 18 كغم,2,1.334,2.668,PKGWH
26000376,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/8/2026,2,26000372,1171015,طحينية بلك شيخ الكار حجر,18,1.514,27.252,WIP
26000376,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/8/2026,2,26000372,1171017,طحينية بلك ميار - موسم  كروما,18,1.495,26.91,WIP
26000377,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,2/7/2026,913,26000373,1171022,حلاوة بلك سادة شيخ الكار,899,0.984,884.616,WIP
26000377,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,2/7/2026,913,26000373,1171011,فستق حلبي,14,17.79,249.06,WIP
26000378,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/7/2026,934,26000374,1171022,حلاوة بلك سادة شيخ الكار,886,0.984,871.824,WIP
26000378,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/7/2026,934,26000374,1171003,كاكاو,28.954,6,173.724,RMWH
26000378,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,2/7/2026,934,26000374,1171015,طحينية بلك شيخ الكار حجر,24.284,1.514,36.766,WIP
26000379,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/9/2026,150,26000375,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,98,1.271,124.558,PKGWH
26000379,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/9/2026,150,26000375,1171015,طحينية بلك شيخ الكار حجر,2700,1.514,4087.8,WIP
26000379,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/9/2026,150,26000375,1181487,تنك شيخ الكار طحينية 18 كغم -جديد (برتقالي),52,1.292,67.184,PKGWH
26000382,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/8/2026,2400,26000376,1181221,مطرة ميار طحينية 900 غم,2400,0.105,252,WIP
26000382,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/8/2026,2400,26000376,1181013,كرتون متعدد طحينية 900 غم مطرة,200,0.207,41.4,WIP
26000382,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/8/2026,2400,26000376,1171017,طحينية بلك ميار - موسم  كروما,2040,1.495,3049.8,WIP
26000383,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/8/2026,1200,26000377,1181237,مرتبان ميار طحينية 550 غم,1200,0.13,156,WIP
26000383,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/8/2026,1200,26000377,1181370,كرتون اكسترا فاخرة طحينية 400 غم,100,0.165,16.5,WIP
26000383,Closed (مغلق),1011008,ميار طحينية 550 غم 1*12,2/8/2026,1200,26000377,1171017,طحينية بلك ميار - موسم  كروما,576,1.495,861.12,WIP
26000384,Closed (مغلق),1011003,الموسم طحينية 18 كغم تنك 1*1,1/12/2026,15,26000378,1171017,طحينية بلك ميار - موسم  كروما,270,1.495,403.65,WIP
26000384,Closed (مغلق),1011003,الموسم طحينية 18 كغم تنك 1*1,1/12/2026,15,26000378,1181327,تنك الموسم طحينية 18 كغم -فارغ,15,1.334,20.01,PKGWH
26000385,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,2/9/2026,1920,26000390,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",160,0.197,31.52,PKGWH
26000385,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,2/9/2026,1920,26000390,1171022,حلاوة بلك سادة شيخ الكار,1536,0.984,1511.424,WIP
26000385,Closed (مغلق),1021050,شيخ الكار حلاوة 800 غم سادة 1*12,2/9/2026,1920,26000390,1181462,علب شيخ الكار حلاوة 800 غم سادة,1920,0.15,288,PKGWH
26000386,Closed (مغلق),1021062,شيخ الكار حلاوة 800 غم فستق 1*12,2/9/2026,960,26000389,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",80,0.197,15.76,PKGWH
26000386,Closed (مغلق),1021062,شيخ الكار حلاوة 800 غم فستق 1*12,2/9/2026,960,26000389,1171031,حلاوة بلك فستق شيخ الكار,768,1.205,925.44,WIP
26000386,Closed (مغلق),1021062,شيخ الكار حلاوة 800 غم فستق 1*12,2/9/2026,960,26000389,1181458,علب شيخ الكار حلاوة 800 غم فستق,960,0.15,144,PKGWH
26000387,Closed (مغلق),1021020,ميار حلاوة 2200 غم برش فستق 1*4,2/9/2026,540,26000428,1171028,حلاوة بلك فستق ميار,1120.5,0.877,982.679,WIP
26000387,Closed (مغلق),1021020,ميار حلاوة 2200 غم برش فستق 1*4,2/9/2026,540,26000428,1181375,علب ميار حلاوة 2300 غم رشة فستق,540,0.306,165.24,PKGWH
26000387,Closed (مغلق),1021020,ميار حلاوة 2200 غم برش فستق 1*4,2/9/2026,540,26000428,1181015,كرتون ميار حلاوة 2300 غم رشة فستق قديم,135,0.183,24.705,PKGWH
26000388,Closed (مغلق),1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,2/9/2026,960,26000388,1171028,حلاوة بلك فستق ميار,768,1.129,867.072,WIP
26000388,Closed (مغلق),1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,2/9/2026,960,26000388,1181265,علب الموسم حلاوة 800 غم فستق دمعة,960,0.13,124.8,PKGWH
26000388,Closed (مغلق),1021137,الموسم حلاوة 800 غم فستق دمعة 1*12,2/9/2026,960,26000388,1181024,كرتون متعدد حلاوة 800 غم دمعة,80,0.203,16.24,PKGWH
26000389,Closed (مغلق),1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,2/9/2026,210,26000387,1171022,حلاوة بلك سادة شيخ الكار,168,0.984,165.312,WIP
26000389,Closed (مغلق),1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,2/9/2026,210,26000387,1181305,تنك شيخ الكار حلاوة 4 كغم سادة نصاصي,210,1.108,232.68,PKGWH
26000390,Closed (مغلق),1011036,قاسيون طحينية 1كغم مطرة 1*12,2/9/2026,1200,26000379,1181224,مطرة قاسيون طحينية 1 كغم,1200,0.105,126,PKGWH
26000390,Closed (مغلق),1011036,قاسيون طحينية 1كغم مطرة 1*12,2/9/2026,1200,26000379,1181007,كرتون متعدد طحينية 1 كغم مطرة,100,0.284,28.4,PKGWH
26000390,Closed (مغلق),1011036,قاسيون طحينية 1كغم مطرة 1*12,2/9/2026,1200,26000379,1171015,طحينية بلك شيخ الكار حجر,1200,1.514,1816.8,WIP
26000391,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,2/9/2026,2160,26000386,1181069,كرتون شيخ الكار حلاوة 250 غم مثلث,90,0.169,15.21,PKGWH
26000391,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,2/9/2026,2160,26000386,1171031,حلاوة بلك فستق شيخ الكار,432,1.205,520.56,WIP
26000391,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,2/9/2026,2160,26000386,1181430,علب شيخ الكار حلاوة 200 غم فستق هرمي,2160,0.11,237.6,PKGWH
26000392,Closed (مغلق),1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,2/9/2026,1884,26000381,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",157,0.197,30.929,PKGWH
26000392,Closed (مغلق),1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,2/9/2026,1884,26000381,1171026,حلاوة بلك شوكولاته شيخ الكار,1205.76,1.146,1381.801,WIP
26000392,Closed (مغلق),1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,2/9/2026,1884,26000381,1181422,علب شيخ الكار حلاوة 700 غم شوكولاتة,1884,0.15,282.6,PKGWH
26000393,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/9/2026,588,26000380,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",49,0.197,9.653,PKGWH
26000393,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/9/2026,588,26000380,1171022,حلاوة بلك سادة شيخ الكار,376.32,0.984,370.299,WIP
26000393,Closed (مغلق),1021041,شيخ الكار حلاوة 700 غم سادة 1*12,2/9/2026,588,26000380,1181425,علب شيخ الكار حلاوة 700 غم سادة,588,0.15,88.2,PKGWH
26000394,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/9/2026,100,26000382,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,100,1.271,127.1,PKGWH
26000394,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/9/2026,100,26000382,1171015,طحينية بلك شيخ الكار حجر,1800,1.514,2725.2,WIP
26000395,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/9/2026,1800,26000383,1181221,مطرة ميار طحينية 900 غم,1800,0.105,189,PKGWH
26000395,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/9/2026,1800,26000383,1181013,كرتون متعدد طحينية 900 غم مطرة,150,0.207,31.05,PKGWH
26000395,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,2/9/2026,1800,26000383,1171017,طحينية بلك ميار - موسم  كروما,1530,1.495,2287.35,WIP
26000396,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/9/2026,192,26000384,1181355,سطل شيخ الكار طحينية 18 كغم,192,1.334,256.128,PKGWH
26000396,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/9/2026,192,26000384,1181004,كرتون متعدد طحينية 18 كغم متعدد,192,0.372,71.424,PKGWH
26000396,Closed (مغلق),1011035,شيخ الكار طحينية 18 كغم سطل 1*1,2/9/2026,192,26000384,1171015,طحينية بلك شيخ الكار حجر,3456,1.514,5232.384,WIP
26000397,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,1/22/2026,550,26000385,1181022,"كرتون متعدد حلاوة 300 غم (فستق،سادة،شوكولاتة) مستطيل",46,0.157,7.222,PKGWH
26000397,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,1/22/2026,550,26000385,1171029,حلاوة بلك رشة شيخ الكار,144.66,1.067,154.352,WIP
26000397,Closed (مغلق),1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,1/22/2026,550,26000385,1181431,علب شيخ الكار حلاوة 300 غم رشة فستق,550,0.098,53.9,PKGWH
26000398,Closed (مغلق),1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,2/9/2026,2,26000391,1171031,حلاوة بلك فستق شيخ الكار,6,1.205,7.23,WIP
26000398,Closed (مغلق),1021054,شيخ الكار حلاوة 3 كغم فستق 1*6,2/9/2026,2,26000391,1181329,جاط شيخ الكار حلاوة 3 كغم فستق,2,0.55,1.1,PKGWH
26000399,Closed (مغلق),1011028,شيخ الكار طحينية 9 كغم تنك 1*1,2/9/2026,1,26000392,1181312,تنك شيخ الكار طحينية 9 كغم -فارغ,1,0.912,0.912,PKGWH
26000399,Closed (مغلق),1011028,شيخ الكار طحينية 9 كغم تنك 1*1,2/9/2026,1,26000392,1171015,طحينية بلك شيخ الكار حجر,8.3,1.514,12.566,WIP
26000400,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/9/2026,135,26000393,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,135,1.271,171.585,PKGWH
26000400,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,2/9/2026,135,26000393,1171015,طحينية بلك شيخ الكار حجر,2430,1.514,3679.02,WIP
26000401,Closed (مغلق),1011015,الموسم طحينية 9 كغم تنك 1*1,2/9/2026,240,26000394,1171017,طحينية بلك ميار - موسم  كروما,1992,1.495,2978.04,WIP
26000401,Closed (مغلق),1011015,الموسم طحينية 9 كغم تنك 1*1,2/9/2026,240,26000394,1181328,تنك الموسم طحينية 9 كغم -فارغ,240,1.15,276,PKGWH
26000402,Closed (مغلق),1011005,ميار طحينية 250 غم 1*12,2/9/2026,2800,26000395,1181236,مرتبان ميار طحينية 250 غم,2800,0.088,246.4,PKGWH
26000402,Closed (مغلق),1011005,ميار طحينية 250 غم 1*12,2/9/2026,2800,26000395,1181012,كرتون ميار طحينية 250 غم صواني,232.4,0.09,20.916,PKGWH
26000402,Closed (مغلق),1011005,ميار طحينية 250 غم 1*12,2/9/2026,2800,26000395,1171017,طحينية بلك ميار - موسم  كروما,616,1.495,920.92,WIP
26000403,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/8/2026,1735.5,26000396,1171010,جلوكوز,300,0.36,108,RMWH
26000403,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,2/8/2026,1735.5,26000396,1171014,عرق حلاوة,8,1.503,12.024,RMWH
