ProductionOrderNo,OrderStatus,FinishedItemCode,FinishedItemName,OrderDate,TotalProducedQty,IssueDocumentNo,RawMaterialCode,RawMaterialName,ActualConsumedQty,UnitPrice,TotalMaterialCost,FromWarehouse
26000954,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3980,26000954,1171008,مثبت,72,1.473,106.056,WIP
26000954,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3980,26000954,1171005,فانيلا,1.35,14.666,19.799,RMWH
26000954,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3980,26000954,1171015,طحينية بلك شيخ الكار حجر,2030,1.475,2994.25,WIP
26000954,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3980,26000954,1171001,ملح ليمون,2.25,0.736,1.656,RMWH
26000955,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/8/2026,4024,26000955,1171022,حلاوة بلك سادة شيخ الكار,3962,0.975,3862.95,WIP
26000955,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/8/2026,4024,26000955,1171011,فستق حلبي,62,19.062,1181.844,RMWH
26000956,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3569,26000957,1171010,جلوكوز,600,0.36,216,RMWH
26000956,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3569,26000957,1171014,عرق حلاوة,16,1.503,24.048,RMWH
26000956,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3569,26000957,1081001,سكر 50 كعم 20*50,1.2,375.091,450.109,RMWH
26000956,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3569,26000957,1171008,مثبت,64,1.473,94.272,WIP
26000956,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3569,26000957,1171005,فانيلا,1.2,14.666,17.599,RMWH
26000956,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3569,26000957,1171015,طحينية بلك شيخ الكار حجر,1814,1.475,2675.65,WIP
26000956,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/8/2026,3569,26000957,1171001,ملح ليمون,2,0.736,1.472,RMWH
26000957,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/8/2026,3247,26000958,1171022,حلاوة بلك سادة شيخ الكار,3205,0.975,3124.875,WIP
26000957,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/8/2026,3247,26000958,1171011,فستق حلبي,42,19.062,800.604,RMWH
26000958,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,4/8/2026,66,26000959,1171022,حلاوة بلك سادة شيخ الكار,64,0.975,62.4,WIP
26000958,Closed (مغلق),1171026,حلاوة بلك شوكولاته شيخ الكار,4/8/2026,66,26000959,1171003,كاكاو,2,6,12,WIP
26000959,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,4/8/2026,312,26000960,1181069,كرتون شيخ الكار حلاوة 250 غم مثلث,13,0.169,2.197,PKGWH
26000959,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,4/8/2026,312,26000960,1171031,حلاوة بلك فستق شيخ الكار,62.4,1.23,76.752,WIP
26000959,Closed (مغلق),1021044,شيخ الكار حلاوة 200 غم فستق 1*12,4/8/2026,312,26000960,1181569,علب شيخ الكار حلاوة 200 غم فستق,312,0.088,27.456,PKGWH
26000960,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,4/8/2026,1680,26000961,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",140,0.197,27.58,PKGWH
26000960,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,4/8/2026,1680,26000961,1171031,حلاوة بلك فستق شيخ الكار,1075.2,1.23,1322.496,WIP
26000960,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,4/8/2026,1680,26000961,1181423,علب شيخ الكار حلاوة 700 غم فستق,1680,0.156,262.08,PKGWH
26000961,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,4/8/2026,486,26000962,1181067,كرتون شيخ الكار حلاوة 1300 غم فستق,81,0.201,16.281,PKGWH
26000961,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,4/8/2026,486,26000962,1171031,حلاوة بلك فستق شيخ الكار,588.06,1.23,723.314,WIP
26000961,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,4/8/2026,486,26000962,1181280,علب شيخ الكار حلاوة 1300 غم فستق,486,0.28,136.08,PKGWH
26000962,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,4/8/2026,1,26000963,1171031,حلاوة بلك فستق شيخ الكار,6,1.23,7.38,WIP
26000962,Closed (مغلق),1021011,شيخ الكار حلاوة 6 كغم فستق 1*4,4/8/2026,1,26000963,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",1,0.487,0.487,WIP
26000963,Closed (مغلق),1011048,القيسي زيت سيرج 250 غم 1*12,4/8/2026,108,26000964,1181360,قارورة سيرج 250 غم زجاج,108,0.17,18.36,PKGWH
26000963,Closed (مغلق),1011048,القيسي زيت سيرج 250 غم 1*12,4/8/2026,108,26000964,1171018,زيت سيرج بلك,24.84,6.81,169.16,WIP
26000964,Closed (مغلق),1011036,قاسيون طحينية 1كغم مطرة 1*12,4/8/2026,1198,26000965,1181224,مطرة قاسيون طحينية 1 كغم,1198,0.105,125.79,WIP
26000964,Closed (مغلق),1011036,قاسيون طحينية 1كغم مطرة 1*12,4/8/2026,1198,26000965,1181007,كرتون متعدد طحينية 1 كغم مطرة,100,0.284,28.4,WIP
26000964,Closed (مغلق),1011036,قاسيون طحينية 1كغم مطرة 1*12,4/8/2026,1198,26000965,1171015,طحينية بلك شيخ الكار حجر,1198,1.475,1767.05,WIP
26000965,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/8/2026,200,26000966,1181301,تنك شيخ الكار طحينية 18 كغم -فارغ,200,1.386,277.2,PKGWH
26000965,Closed (مغلق),1011027,شيخ الكار طحينية 18 كغم تنك 1*1,4/8/2026,200,26000966,1171015,طحينية بلك شيخ الكار حجر,3600,1.475,5310,WIP
26000966,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,408,26000967,1181221,مطرة ميار طحينية 900 غم,408,0.105,42.84,WIP
26000966,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,408,26000967,1181142,كرتون شيخ الكار طحينية 900 غم مطرة,34,0.109,3.706,PKGWH
26000966,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,408,26000967,1171017,طحينية بلك ميار - موسم  كروما,346.8,1.496,518.813,WIP
26000967,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,4/8/2026,2080,26000968,1171015,طحينية بلك شيخ الكار حجر,1768,1.475,2607.8,WIP
26000967,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,4/8/2026,2080,26000968,1181097,كرتون شيخ الكار طحينية 900 غم جديد ابيض,174,0.191,33.234,WIP
26000967,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,4/8/2026,2080,26000968,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,2080,0.127,264.16,PKGWH
26000968,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,4/8/2026,100,26000969,1171015,طحينية بلك شيخ الكار حجر,350,1.475,516.25,WIP
26000968,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,4/8/2026,100,26000969,1181241,مرتبان متعدد طحينية 3500 غم,100,0.389,38.9,PKGWH
26000968,Closed (مغلق),1011022,شيخ الكار طحينية 3500 غم 1*4,4/8/2026,100,26000969,1181119,كرتون شيخ الكار طحينية 3500 غم,25,1.578,39.45,PKGWH
26000969,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,6,26000970,1181221,مطرة ميار طحينية 900 غم,6,0.105,0.63,WIP
26000969,Closed (مغلق),1011007,ميار طحينية 900 غم مطرة 1*12,4/8/2026,6,26000970,1171017,طحينية بلك ميار - موسم  كروما,5.1,1.496,7.63,WIP
26000970,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,4/8/2026,2,26000971,1171015,طحينية بلك شيخ الكار حجر,1.7,1.475,2.508,WIP
26000970,Closed (مغلق),1011090,شيخ الكار طحينية 900 غم 1*12 جديد,4/8/2026,2,26000971,1181192,قارورة طحينية  شيخ الكار 900 غم  جديد,2,0.127,0.254,WIP
26000971,Closed (مغلق),1011025,شيخ الكار طحينية 600 غم 1*12,4/8/2026,1848,26000972,1181116,كرتون شيخ الكار طحينية 600 غم,154,0.199,30.646,PKGWH
26000971,Closed (مغلق),1011025,شيخ الكار طحينية 600 غم 1*12,4/8/2026,1848,26000972,1181190,مرتبان شيخ الكار طحينية 600 غم,1848,0.119,219.912,PKGWH
26000971,Closed (مغلق),1011025,شيخ الكار طحينية 600 غم 1*12,4/8/2026,1848,26000972,1171015,طحينية بلك شيخ الكار حجر,1108.8,1.475,1635.48,WIP
26000972,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/9/2026,2263,26000973,1171010,جلوكوز,375,0.36,135,RMWH
26000972,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/9/2026,2263,26000973,1171014,عرق حلاوة,10,1.503,15.03,RMWH
26000972,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/9/2026,2263,26000973,1081001,سكر 50 كعم 20*50,0.75,375.091,281.318,RMWH
26000972,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/9/2026,2263,26000973,1171008,مثبت,40,1.473,58.92,WIP
26000972,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/9/2026,2263,26000973,1171005,فانيلا,0.75,14.666,11,RMWH
26000972,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/9/2026,2263,26000973,1171017,طحينية بلك ميار - موسم  كروما,1133,1.496,1694.968,WIP
26000972,Closed (مغلق),1171020,حلاوة بلك سادة ميار - موسم,4/9/2026,2263,26000973,1171001,ملح ليمون,1.25,0.736,0.92,RMWH
26000973,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/9/2026,2254,26000974,1171010,جلوكوز,375,0.36,135,RMWH
26000973,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/9/2026,2254,26000974,1171014,عرق حلاوة,10,1.503,15.03,RMWH
26000973,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/9/2026,2254,26000974,1081001,سكر 50 كعم 20*50,0.75,375.091,281.318,RMWH
26000973,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/9/2026,2254,26000974,1171008,مثبت,40,1.473,58.92,WIP
26000973,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/9/2026,2254,26000974,1171005,فانيلا,0.75,14.666,11,RMWH
26000973,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/9/2026,2254,26000974,1171015,طحينية بلك شيخ الكار حجر,1129,1.475,1665.275,WIP
26000973,Closed (مغلق),1171022,حلاوة بلك سادة شيخ الكار,4/9/2026,2254,26000974,1171001,ملح ليمون,1.25,0.736,0.92,RMWH
26000974,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/9/2026,1820,26000975,1171022,حلاوة بلك سادة شيخ الكار,1803.5,0.969,1747.592,WIP
26000974,Closed (مغلق),1171031,حلاوة بلك فستق شيخ الكار,4/9/2026,1820,26000975,1171011,فستق حلبي,16.5,19.239,317.444,RMWH
26000975,Closed (مغلق),1171028,حلاوة بلك فستق ميار,4/9/2026,318,26000976,1171020,حلاوة بلك سادة ميار - موسم,315.5,0.972,306.666,WIP
26000975,Closed (مغلق),1171028,حلاوة بلك فستق ميار,4/9/2026,318,26000976,1171011,فستق حلبي,2.5,19.239,48.098,RMWH
26000976,Closed (مغلق),1021024,الموسم حلاوة 6 كغم فستق 1*4,4/12/2026,632,26000988,1171031,حلاوة بلك فستق شيخ الكار,3792,1.201,4554.192,WIP
26000976,Closed (مغلق),1021024,الموسم حلاوة 6 كغم فستق 1*4,4/12/2026,632,26000988,1181344,جاط مربع حلاوة 5 كغم شفاف متعدد,632,0.606,382.992,PKGWH
26000976,Closed (مغلق),1021024,الموسم حلاوة 6 كغم فستق 1*4,4/12/2026,632,26000988,1181029,كرتون متعدد حلاوة 5 كغم تبروير ولاء,158,0.36,56.88,PKGWH
26000977,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,4/12/2026,557,26000986,1181067,كرتون شيخ الكار حلاوة 1300 غم فستق,93,0.201,18.693,PKGWH
26000977,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,4/12/2026,557,26000986,1171031,حلاوة بلك فستق شيخ الكار,673.97,1.202,810.112,WIP
26000977,Closed (مغلق),1021060,شيخ الكار حلاوة 1300 غم فستق 1*6,4/12/2026,557,26000986,1181280,علب شيخ الكار حلاوة 1300 غم فستق,557,0.28,155.96,PKGWH
26000978,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,4/12/2026,428,26000985,1181065,كرتون شيخ الكار حلاوة 2300 غم فستق,107,0.166,17.762,PKGWH
26000978,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,4/12/2026,428,26000985,1171031,حلاوة بلك فستق شيخ الكار,930.9,1.202,1118.942,WIP
26000978,Closed (مغلق),1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,4/12/2026,428,26000985,1181435,علب شيخ الكار حلاوة 2300 غم فستق,428,0.32,136.96,PKGWH
26000979,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,4/12/2026,641,26000984,1181113,"كرتون شيخ الكار حلاوة 700/800 غم (فستق،سادة،شوكولاتة،ملوكي) دمعة",53,0.197,10.441,PKGWH
26000979,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,4/12/2026,641,26000984,1171031,حلاوة بلك فستق شيخ الكار,410.24,1.202,493.108,WIP
26000979,Closed (مغلق),1021039,شيخ الكار حلاوة 700 غم فستق 1*12,4/12/2026,641,26000984,1181423,علب شيخ الكار حلاوة 700 غم فستق,641,0.156,99.996,PKGWH
26000980,Closed (مغلق),1021031,ميار حلاوة 1200 غم برش فستق 1*6,4/12/2026,286,26000983,1171028,حلاوة بلك فستق ميار,317.46,1.12,355.555,WIP
26000980,Closed (مغلق),1021031,ميار حلاوة 1200 غم برش فستق 1*6,4/12/2026,286,26000983,1181378,علب ميار حلاوة 1300 غم رشة فستق,286,0.28,80.08,WIP
26000980,Closed (مغلق),1021031,ميار حلاوة 1200 غم برش فستق 1*6,4/12/2026,286,26000983,1181014,كرتون ميار حلاوة 1300 غم رشة فستق,48,0.223,10.704,WIP
26000981,Closed (مغلق),1021001,شيخ الكار حلاوة 5 كغم فستق 1*4,4/12/2026,80,26000982,1171031,حلاوة بلك فستق شيخ الكار,400,1.202,480.8,WIP
26000981,Closed (مغلق),1021001,شيخ الكار حلاوة 5 كغم فستق 1*4,4/12/2026,80,26000982,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",80,0.487,38.96,PKGWH
26000981,Closed (مغلق),1021001,شيخ الكار حلاوة 5 كغم فستق 1*4,4/12/2026,80,26000982,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",20,0.555,11.1,PKGWH
26000982,Closed (مغلق),1021058,شيخ الكار حلاوة 5 كغم سادة 1*4,4/12/2026,60,26000981,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",15,0.555,8.325,PKGWH
26000982,Closed (مغلق),1021058,شيخ الكار حلاوة 5 كغم سادة 1*4,4/12/2026,60,26000981,1171022,حلاوة بلك سادة شيخ الكار,300,0.969,290.7,WIP
26000982,Closed (مغلق),1021058,شيخ الكار حلاوة 5 كغم سادة 1*4,4/12/2026,60,26000981,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",60,0.487,29.22,PKGWH
26000983,Closed (مغلق),1021057,شيخ الكار حلاوة 5 كغم شوكولاته 1*4,4/12/2026,12,26000980,1181111,"كرتون شيخ الكار حلاوة 6 كغم (فستق،سادة،شوكولاتة)",3,0.555,1.665,WIP
26000983,Closed (مغلق),1021057,شيخ الكار حلاوة 5 كغم شوكولاته 1*4,4/12/2026,12,26000980,1171026,حلاوة بلك شوكولاته شيخ الكار,60,1.129,67.74,WIP
26000983,Closed (مغلق),1021057,شيخ الكار حلاوة 5 كغم شوكولاته 1*4,4/12/2026,12,26000980,1181311,"جاط متعدد حلاوة 6 كغم (فستق،سادة،شوكولاتة) شفاف",12,0.487,5.844,WIP
26000984,Closed (مغلق),1021064,شيخ الكار حلاوة 3 كغم سادة 1*6,4/12/2026,150,26000979,1181156,"كرتون متعدد 3 كغم (فستق،سادة،شوكولاتة)",25,0.5,12.5,PKGWH
26000984,Closed (مغلق),1021064,شيخ الكار حلاوة 3 كغم سادة 1*6,4/12/2026,150,26000979,1171022,حلاوة بلك سادة شيخ الكار,450,0.969,436.05,WIP
26000984,Closed (مغلق),1021064,شيخ الكار حلاوة 3 كغم سادة 1*6,4/12/2026,150,26000979,1181309,جاط شيخ الكار حلاوة 3 كغم سادة,150,0.534,80.1,PKGWH
26000985,Closed (مغلق),1021021,الموسم حلاوة 800 غم سادة 1*12,4/12/2026,1920,26000978,1171020,حلاوة بلك سادة ميار - موسم,1536,0.972,1492.992,WIP
26000985,Closed (مغلق),1021021,الموسم حلاوة 800 غم سادة 1*12,4/12/2026,1920,26000978,1181271,علب الموسم حلاوة 800 غم سادة دمعة,1920,0.111,213.12,PKGWH
