الشركة,الصنف,الوصف,رمز المستودع,اسم المستودع,الرصيد,قيمة المخزون,كلفة الوحدة,سعر البيع,الربح,هامش الربح,Column1
SHK,1151052,شيخ الكار جميد بلدي 1 كغم,FGWH,مستودع البضاعة الجاهزة,108,374.727,3.469694444,0,-3.469694444,#DIV/0!,#N/A
SHK,1151053,قشطة خبز برغر طحين زيرو 1 كغم,FGWH,مستودع البضاعة الجاهزة,8720.5,874.891,0.100325784,0,-0.100325784,#DIV/0!,#N/A
SHK,1151032,شيخ الكار حلاوة 800 غم سادة 1*1,FGWH,مستودع البضاعة الجاهزة,84,180.003,2.142892857,0,-2.142892857,#DIV/0!,#N/A
SHK,1151110,شيخ الكار كاري 1 كغم,FGWH,مستودع البضاعة الجاهزة,4,4.752,1.188,0,-1.188,#DIV/0!,#N/A
SHK,1151058,شيخ الكار كركم مطحون 1 كغم,FGWH,مستودع البضاعة الجاهزة,4,7.15,1.7875,0,-1.7875,#DIV/0!,#N/A
SHK,1151035,شيخ الكار معكرونة بجميع الاشكال 300 غم 1*1,FGWH,مستودع البضاعة الجاهزة,299,59.8,0.2,0,-0.2,#DIV/0!,#N/A
SHK,1151112,شيخ الكار ماء زهر 500 ملم 1*1,FGWH,مستودع البضاعة الجاهزة,357,64.013,0.179308123,0,-0.179308123,#DIV/0!,#N/A
SHK,1151030,شيخ الكار سردين بالزيت أو الفلفل 125 غم 1*1,FGWH,مستودع البضاعة الجاهزة,1092,349.44,0.32,0,-0.32,#DIV/0!,#N/A
SHK,1091005,شيخ الكار حليب كامل الدسم (حيواني) 250 غم *24,112,مستودع الموقر تجاري,2976,2806.713,0.9431745,1.042,0.0988255,0.094842131,#N/A
SHK,1091005,شيخ الكار حليب كامل الدسم (حيواني) 250 غم *24,IRBID,مستودع أربد,96,90.623,0.9431745,1.042,0.0988255,0.094842131,#N/A
SHK,1091005,شيخ الكار حليب كامل الدسم (حيواني) 250 غم *24,106,مستودع يوسف أحمد,61,57.573,0.9431745,1.042,0.0988255,0.094842131,#N/A
SHK,1091005,شيخ الكار حليب كامل الدسم (حيواني) 250 غم *24,EXPWH,مستودع التوالف,1,0.943,0.9431745,1.042,0.0988255,0.094842131,#N/A
SHK,1091005,شيخ الكار حليب كامل الدسم (حيواني) 250 غم *24,FGWH,مستودع البضاعة الجاهزة,1,1,0.9431745,1.042,0.0988255,0.094842131,#N/A
SHK,1091005,شيخ الكار حليب كامل الدسم (حيواني) 250 غم *24,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0.001,0.9431745,1.042,0.0988255,0.094842131,#N/A
SHK,1151025,بردى فانيلا باودر 200 غم*1,FGWH,مستودع البضاعة الجاهزة,128,51.289,0.400695313,0,-0.400695313,#DIV/0!,#N/A
SHK,1151102,قشطة خبز ذرة لمرضى حساسية الجلوتين,FGWH,مستودع البضاعة الجاهزة,1,3.5,3.5,0,-3.5,#DIV/0!,#N/A
SHK,1151137,1*12 XL بيض مائدة اوفاليو,FGWH,مستودع البضاعة الجاهزة,0.01,0.002,0.2,0,-0.2,#DIV/0!,#N/A
SHK,1091007,الموسم حليب كامل الدسم (نباتي) 1700 غم 1*6,FGWH,مستودع البضاعة الجاهزة,150,540.449,2.679983457,0,-2.679983457,#DIV/0!,#N/A
SHK,1091007,الموسم حليب كامل الدسم (نباتي) 1700 غم 1*6,MOHWH,مستودع محمد البستنجي - الكرك,0.001,-138.446,2.679983457,0,-2.679983457,#DIV/0!,#N/A
SHK,1091007,الموسم حليب كامل الدسم (نباتي) 1700 غم 1*6,EXPWH,مستودع التوالف,12,32.157,2.679983457,0,-2.679983457,#DIV/0!,#N/A
SHK,1051003,ميار شاي 10 مدالية 1*72,FGWH,مستودع البضاعة الجاهزة,432,64.8,0.15,0,-0.15,#DIV/0!,#N/A
SHK,1151136,بيبي فاين حفاظات أطفال كبير 40 فوطة *1,FGWH,مستودع البضاعة الجاهزة,12114,10750.877,0.8874754,0,-0.8874754,#DIV/0!,#N/A
SHK,1061001,شيخ الكار تمر مطحون 1 كغم 1*16,EXPWH,مستودع التوالف,20,3.46,0.17299135,0.894,0.72100865,0.806497371,2
SHK,1061001,شيخ الكار تمر مطحون 1 كغم 1*16,FGWH,مستودع البضاعة الجاهزة,0.001,0,0.17299135,0.894,0.72100865,0.806497371,2
SHK,1151089,"شيخ الكار جوز هند (ناعم,خشن) 1 كغم",112,مستودع الموقر تجاري,240,602.759,2.511495833,0,-2.511495833,#DIV/0!,#N/A
SHK,1021047,شيخ الكار حلاوة 400 غم سادة دايت 1*12,EXPWH,مستودع التوالف,1,0,0,3,3,1,5
SHK,1021063,شيخ الكار حلاوة 2300 غم فستق 1*4,EXPWH,مستودع التوالف,1,0,0,5.5,5.5,1,5
SHK,1051005,ميار شاي 25 ميدالية 1*48,FGWH,مستودع البضاعة الجاهزة,0.001,0,0.191808192,0,-0.191808192,#DIV/0!,#N/A
SHK,1051005,ميار شاي 25 ميدالية 1*48,EXPWH,مستودع التوالف,1,0.192,0.191808192,0,-0.191808192,#DIV/0!,#N/A
SHK,1151012,شيخ الكار نشا طعام 1 كغم,FGWH,مستودع البضاعة الجاهزة,15,14.64,0.976,0,-0.976,#DIV/0!,#N/A
SHK,1151013,شيخ الكار زنجبيل 1 كغم,FGWH,مستودع البضاعة الجاهزة,3,8.493,2.831,0,-2.831,#DIV/0!,#N/A
SHK,1151095,شيخ الكار بهارات كبسة (مطحون) 1 كغم,FGWH,مستودع البضاعة الجاهزة,523,801.236,1.532,0,-1.532,#DIV/0!,#N/A
SHK,1031014,شيخ الكار نودلز 70 غم خضار 1*5*8,MOHWH,مستودع محمد البستنجي - الكرك,0.001,-0.503,0.289842382,0.706,0.416157618,0.589458383,5
SHK,1031014,شيخ الكار نودلز 70 غم خضار 1*5*8,EXPWH,مستودع التوالف,3.425,1.496,0.289842382,0.706,0.416157618,0.589458383,5
SHK,1041001,شيخ الكار زيت شمس 3.8 لتر 1*4,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0.003,3.295852074,1.769,-1.526852074,-0.863115926,4
SHK,1041001,شيخ الكار زيت شمس 3.8 لتر 1*4,EXPWH,مستودع التوالف,2,6.592,3.295852074,1.769,-1.526852074,-0.863115926,4
SHK,1041002,شيخ الكار زيت شمس 4.5 لتر 1*4,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0.004,4,5.125,1.125,0.219512195,4
SHK,1041004,شيخ الكار زيت شمس 2.6 لتر 1*6,MOHWH,مستودع محمد البستنجي - الكرك,0.001,0.002,2.260739261,3.5,1.239260739,0.354074497,4
SHK,1041004,شيخ الكار زيت شمس 2.6 لتر 1*6,EXPWH,مستودع التوالف,1,2.261,2.260739261,3.5,1.239260739,0.354074497,4
SHK,1071004,شيخ الكار تونا بالزيت النباتي 120 غم 1*48,MOHWH,مستودع محمد البستنجي - الكرك,0.001,19.343,5.177455636,0,-5.177455636,#DIV/0!,#N/A
SHK,1071004,شيخ الكار تونا بالزيت النباتي 120 غم 1*48,EXPWH,مستودع التوالف,4,1.372,5.177455636,0,-5.177455636,#DIV/0!,#N/A
SHK,1051001,شيخ الكار شاي 454 غم 1*20,FGWH,مستودع البضاعة الجاهزة,0.001,0,0,0,0,#DIV/0!,#N/A
SHK,1051001,شيخ الكار شاي 454 غم 1*20,EXPWH,مستودع التوالف,51,0,0,0,0,#DIV/0!,#N/A
SHK,1031011,شيخ الكار شعرية 300 غم 1*24,EXPWH,مستودع التوالف,4,0.54,0.135,0,-0.135,#DIV/0!,#N/A
SHK,1071003,ميار سردين 100 غم بالفلفل الحار 1*50,EXPWH,مستودع التوالف,53,0,0,0,0,#DIV/0!,#N/A
SHK,1151020,كمون مطحون 1 كغم,FGWH,مستودع البضاعة الجاهزة,225,814.715,3.620955556,0,-3.620955556,#DIV/0!,#N/A
SHK,1151040,شعبان سكر 3.5 كغم,FGWH,مستودع البضاعة الجاهزة,115,191.666,1.66666087,0,-1.66666087,#DIV/0!,#N/A
SHK,1151050,شيخ الكار حليب 1800 غم 1*6,EXPWH,مستودع التوالف,1,0,0,0,0,#DIV/0!,#N/A
SHK,1161001,شيخ الكار قمر الدين 350 غم 1*25,EXPWH,مستودع التوالف,5,0,0,0,0,#DIV/0!,#N/A
SHK,1151138,زيت شمس 14 لتر,FGWH,مستودع البضاعة الجاهزة,50,1004.8,20.096,0,-20.096,#DIV/0!,#N/A
SHK,1141006,لوز حبة كاملة,FGWH,مستودع البضاعة الجاهزة,22.68,136.851,6.033994709,0,-6.033994709,#DIV/0!,#N/A
SHK,1141007,كاجو أنصاف,FGWH,مستودع البضاعة الجاهزة,22.68,107.526,4.741005291,0,-4.741005291,#DIV/0!,#N/A
SHK,1151139,بيض وسخ,FGWH,مستودع البضاعة الجاهزة,2160,534.653,0.247524537,0,-0.247524537,#DIV/0!,#N/A
SHK,1151140,لايت ويف سبراي معطر جو بعطر الأوركيدا 300 مل,FGWH,مستودع البضاعة الجاهزة,120,62.1,0.5175,0,-0.5175,#DIV/0!,#N/A
SHK,1151141,لايت ويف سبراي معطر جو بعطر الياسمين 300 مل,FGWH,مستودع البضاعة الجاهزة,120,62.1,0.5175,0,-0.5175,#DIV/0!,#N/A
SHK,1151142,لايت ويف سبراي معطر جو بعطر اللافندر 300 مل,FGWH,مستودع البضاعة الجاهزة,120,62.1,0.5175,0,-0.5175,#DIV/0!,#N/A
SHK,1151143,لايت ويف سبراي معطر جو بعطر البابايا 300 مل,FGWH,مستودع البضاعة الجاهزة,120,62.1,0.5175,0,-0.5175,#DIV/0!,#N/A
SHK,1151144,لايت ويف سبراي معطر جو بعطر نسيم البحر 300 مل,FGWH,مستودع البضاعة الجاهزة,120,62.1,0.5175,0,-0.5175,#DIV/0!,#N/A
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,MOHWH,مستودع محمد البستنجي - الكرك,279,764.237,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,EXPWH,مستودع التوالف,246,323.577,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,106,مستودع يوسف أحمد -كاش,37,38.613,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,IRBID,مستودع أربد,126,169.493,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,FGWH,مستودع البضاعة الجاهزة حسام,67,-244.92,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,108,مستودع يزن حمدان,24,25.401,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,HOSAM,مستودع عبدالله البستنجي موقر,2306,2312.068,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1011090,شيخ الكار طحينية 900 غم 1*12 جديد,101,مستودع قصي ذيب,0.001,11.87,1.102216498,2.916,1.813783502,0.622010803,5
MUWAQQAR,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,MOHWH,مستودع محمد البستنجي - الكرك,96,109.489,0.369803653,1.792,1.422196347,0.793636354,16
MUWAQQAR,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,106,مستودع يوسف أحمد -كاش,27,23.562,0.369803653,1.792,1.422196347,0.793636354,16
MUWAQQAR,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,IRBID,مستودع أربد,132,117.392,0.369803653,1.792,1.422196347,0.793636354,16
MUWAQQAR,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,EXPWH,مستودع التوالف,92,83.784,0.369803653,1.792,1.422196347,0.793636354,16
MUWAQQAR,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,FGWH,مستودع البضاعة الجاهزة حسام,28,-205.192,0.369803653,1.792,1.422196347,0.793636354,16
MUWAQQAR,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,108,مستودع يزن حمدان,22,19.757,0.369803653,1.792,1.422196347,0.793636354,16
MUWAQQAR,1021038,شيخ الكار حلاوة 700 غم شوكولاته 1*12,HOSAM,مستودع عبدالله البستنجي موقر,41,13.182,0.369803653,1.792,1.422196347,0.793636354,16
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,MOHWH,مستودع محمد البستنجي - الكرك,44,19.103,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,102,مستودع عمار عنبة,20,14.76,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,106,مستودع يوسف أحمد -كاش,79,64.833,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,IRBID,مستودع أربد,132,98.375,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,EXPWH,مستودع التوالف,85.552,72.651,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,FGWH,مستودع البضاعة الجاهزة حسام,2026,1232.188,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,108,مستودع يزن حمدان,38,34.884,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,HOSAM,مستودع عبدالله البستنجي موقر,98,60.754,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021039,شيخ الكار حلاوة 700 غم فستق 1*12,101,مستودع قصي ذيب,0.001,-7.889,0.630178633,1.792,1.161821367,0.648337817,5
MUWAQQAR,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,MOHWH,مستودع محمد البستنجي - الكرك,396,236.323,0.342888571,0.854,0.511111429,0.598491134,5
MUWAQQAR,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,106,مستودع يوسف أحمد -كاش,87,33.516,0.342888571,0.854,0.511111429,0.598491134,5
MUWAQQAR,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,IRBID,مستودع أربد,96,42.136,0.342888571,0.854,0.511111429,0.598491134,5
MUWAQQAR,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,EXPWH,مستودع التوالف,169,69.874,0.342888571,0.854,0.511111429,0.598491134,5
MUWAQQAR,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,FGWH,مستودع البضاعة الجاهزة حسام,1351,366.689,0.342888571,0.854,0.511111429,0.598491134,5
MUWAQQAR,1021043,شيخ الكار حلاوة 300 غم رشة فستق 1*12,HOSAM,مستودع عبدالله البستنجي موقر,1,-28.472,0.342888571,0.854,0.511111429,0.598491134,5
MUWAQQAR,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,MOHWH,مستودع محمد البستنجي - الكرك,228,125.253,0.321201841,0.854,0.532798159,0.623885432,16
MUWAQQAR,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,106,مستودع يوسف أحمد -كاش,24,9.695,0.321201841,0.854,0.532798159,0.623885432,16
MUWAQQAR,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,102,مستودع عمار عنبة,1,4.252,0.321201841,0.854,0.532798159,0.623885432,16
MUWAQQAR,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,IRBID,مستودع أربد,60,29.968,0.321201841,0.854,0.532798159,0.623885432,16
MUWAQQAR,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,108,مستودع يزن حمدان,11,4.481,0.321201841,0.854,0.532798159,0.623885432,16
MUWAQQAR,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,EXPWH,مستودع التوالف,7,3.027,0.321201841,0.854,0.532798159,0.623885432,16
MUWAQQAR,1021049,شيخ الكار حلاوة 300 غم شوكولاته 1*12,FGWH,مستودع البضاعة الجاهزة حسام,1081,276.861,0.321201841,0.854,0.532798159,0.623885432,16
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,106,مستودع يوسف أحمد -كاش,13,4.776,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,IRBID,مستودع أربد,120,47.687,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,EXPWH,مستودع التوالف,175,72.611,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,MOHWH,مستودع محمد البستنجي - الكرك,264,132.172,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,108,مستودع يزن حمدان,4,1.47,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,FGWH,مستودع البضاعة الجاهزة حسام,2420,775.707,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,HOSAM,مستودع عبدالله البستنجي موقر,12,4.405,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1021048,شيخ الكار حلاوة 300 غم سادة 1*12,101,مستودع قصي ذيب,0.001,2.205,0.346087983,0.854,0.507912017,0.59474475,5
MUWAQQAR,1011081,الوادي طحينية 454 غم 1*12,FGWH,مستودع البضاعة الجاهزة حسام,3480,3132,0.9,0,-0.9,#DIV/0!,#N/A
MUWAQQAR,1011081,الوادي طحينية 454 غم 1*12,EXPWH,مستودع التوالف,14,12.6,0.9,0,-0.9,#DIV/0!,#N/A
MUWAQQAR,1011081,الوادي طحينية 454 غم 1*12,HOSAM,مستودع عبدالله البستنجي موقر,1553,1397.7,0.9,0,-0.9,#DIV/0!,#N/A
MUWAQQAR,1181012,كرتون ميار طحينية 250 غم صواني,SAHABWH,مستودع سحاب,4350,304.5,0.073320718,0,-0.073320718,#DIV/0!,#N/A
MUWAQQAR,1181012,كرتون ميار طحينية 250 غم صواني,PKGWH,مستودع التعبئة والتغليف,5679.364,430.392,0.073320718,0,-0.073320718,#DIV/0!,#N/A
MUWAQQAR,1181012,كرتون ميار طحينية 250 غم صواني,WIP,WIP,92.4,7.243,0.073320718,0,-0.073320718,#DIV/0!,#N/A
MUWAQQAR,1181390,كرتون النور طحينية 500 غم,SAHABWH,مستودع سحاب,1160,220.4,0.189999893,0,-0.189999893,#DIV/0!,#N/A
MUWAQQAR,1181390,كرتون النور طحينية 500 غم,PKGWH,مستودع التعبئة والتغليف,982.917,186.754,0.189999893,0,-0.189999893,#DIV/0!,#N/A
MUWAQQAR,1181393,كرتون النور طحينية 1 كغم,SAHABWH,مستودع سحاب,380,121.008,0.312663174,0,-0.312663174,#DIV/0!,#N/A
MUWAQQAR,1181393,كرتون النور طحينية 1 كغم,PKGWH,مستودع التعبئة والتغليف,492.917,151.921,0.312663174,0,-0.312663174,#DIV/0!,#N/A
MUWAQQAR,1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,FGWH,مستودع البضاعة الجاهزة حسام,874,4918.264,5.723846963,0,-5.723846963,#DIV/0!,#N/A
MUWAQQAR,1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,EXPWH,مستودع التوالف,2,11.201,5.723846963,0,-5.723846963,#DIV/0!,#N/A
MUWAQQAR,1021003,شيخ الكار حلاوة 5 كغم سادة (الولاء) 1*1,HOSAM,مستودع عبدالله البستنجي موقر,1215,7039.099,5.723846963,0,-5.723846963,#DIV/0!,#N/A
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,SAHABWH,مستودع سحاب,1,61.139,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,106,مستودع يوسف أحمد -كاش,48,20.303,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,IRBID,مستودع أربد,132,71.218,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,MOHWH,مستودع محمد البستنجي - الكرك,12,4.928,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,EXPWH,مستودع التوالف,76,39.789,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,108,مستودع يزن حمدان,29,12.31,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,FGWH,مستودع البضاعة الجاهزة حسام,1056,351.158,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011006,شيخ الكار طحينية 300 غم 1*12 جديد,HOSAM,مستودع عبدالله البستنجي موقر,13,6.053,0.414702268,0.937,0.522297732,0.557414869,5
MUWAQQAR,1011005,ميار طحينية 250 غم 1*12,IRBID,مستودع أربد,204,119.958,0.500473823,0.721,0.220526177,0.30586155,5
MUWAQQAR,1011005,ميار طحينية 250 غم 1*12,106,مستودع يوسف أحمد -كاش,66,32.885,0.500473823,0.721,0.220526177,0.30586155,5
MUWAQQAR,1011005,ميار طحينية 250 غم 1*12,MOHWH,مستودع محمد البستنجي - الكرك,312,264.767,0.500473823,0.721,0.220526177,0.30586155,5
MUWAQQAR,1011005,ميار طحينية 250 غم 1*12,FGWH,مستودع البضاعة الجاهزة حسام,2796,1276.827,0.500473823,0.721,0.220526177,0.30586155,5
MUWAQQAR,1011005,ميار طحينية 250 غم 1*12,HOSAM,مستودع عبدالله البستنجي موقر,208,64.682,0.500473823,0.721,0.220526177,0.30586155,5
MUWAQQAR,1011005,ميار طحينية 250 غم 1*12,101,مستودع قصي ذيب,0.001,32.529,0.500473823,0.721,0.220526177,0.30586155,5
MUWAQQAR,1011005,ميار طحينية 250 غم 1*12,EXPWH,مستودع التوالف,24,15.063,0.500473823,0.721,0.220526177,0.30586155,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,IRBID,مستودع أربد,168,122.197,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,106,مستودع يوسف أحمد -كاش,48,31.414,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,MOHWH,مستودع محمد البستنجي - الكرك,156,123.599,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,108,مستودع يزن حمدان,42,26.526,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,FGWH,مستودع البضاعة الجاهزة حسام,1543,804.971,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,HOSAM,مستودع عبدالله البستنجي موقر,38,22.968,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,EXPWH,مستودع التوالف,63,53.899,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1011094,شيخ الكار طحينية 500 غم 1*12,WIP,WIP,8,1.324,0.574490803,1.679,1.104509197,0.65783752,5
MUWAQQAR,1021024,الموسم حلاوة 6 كغم فستق 1*4,IRBID,مستودع أربد,32,267.601,5.687681818,12,6.312318182,0.526026515,5
MUWAQQAR,1021024,الموسم حلاوة 6 كغم فستق 1*4,FGWH,مستودع البضاعة الجاهزة حسام,131,511.788,5.687681818,12,6.312318182,0.526026515,5
MUWAQQAR,1021024,الموسم حلاوة 6 كغم فستق 1*4,106,مستودع يوسف أحمد -كاش,19,147.004,5.687681818,12,6.312318182,0.526026515,5
MUWAQQAR,1021024,الموسم حلاوة 6 كغم فستق 1*4,EXPWH,مستودع التوالف,9,69.01,5.687681818,12,6.312318182,0.526026515,5
MUWAQQAR,1021024,الموسم حلاوة 6 كغم فستق 1*4,MOHWH,مستودع محمد البستنجي - الكرك,51,381.016,5.687681818,12,6.312318182,0.526026515,5
MUWAQQAR,1171028,حلاوة بلك فستق ميار,WIP,WIP,8.14,8.688,1.067321867,0,-1.067321867,#DIV/0!,#N/A
MUWAQQAR,1181378,علب ميار حلاوة 1300 غم رشة فستق,PKGWH,مستودع التعبئة والتغليف,1617,520.411,0.31800577,0,-0.31800577,#DIV/0!,#N/A
MUWAQQAR,1181378,علب ميار حلاوة 1300 غم رشة فستق,WIP,WIP,116,30.693,0.31800577,0,-0.31800577,#DIV/0!,#N/A
MUWAQQAR,1181014,كرتون ميار حلاوة 1300 غم رشة فستق,PKGWH,مستودع التعبئة والتغليف,691,154.074,0.22297151,0,-0.22297151,#DIV/0!,#N/A
MUWAQQAR,1181014,كرتون ميار حلاوة 1300 غم رشة فستق,WIP,WIP,11,2.452,0.22297151,0,-0.22297151,#DIV/0!,#N/A
MUWAQQAR,1021031,ميار حلاوة 1200 غم برش فستق 1*6,FGWH,مستودع البضاعة الجاهزة حسام,1045,1509.429,1.555095078,2.583,1.027904922,0.397950028,5
MUWAQQAR,1021031,ميار حلاوة 1200 غم برش فستق 1*6,IRBID,مستودع أربد,36,59.319,1.555095078,2.583,1.027904922,0.397950028,5
MUWAQQAR,1021031,ميار حلاوة 1200 غم برش فستق 1*6,EXPWH,مستودع التوالف,171,267.927,1.555095078,2.583,1.027904922,0.397950028,5
MUWAQQAR,1021031,ميار حلاوة 1200 غم برش فستق 1*6,106,مستودع يوسف أحمد -كاش,14,22.361,1.555095078,2.583,1.027904922,0.397950028,5
MUWAQQAR,1021031,ميار حلاوة 1200 غم برش فستق 1*6,HOSAM,مستودع عبدالله البستنجي موقر,2887,4450.368,1.555095078,2.583,1.027904922,0.397950028,5
MUWAQQAR,1021031,ميار حلاوة 1200 غم برش فستق 1*6,MOHWH,مستودع محمد البستنجي - الكرك,12,167.567,1.555095078,2.583,1.027904922,0.397950028,5
MUWAQQAR,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,FGWH,مستودع البضاعة الجاهزة حسام,1239,508.635,0.448362821,1.604,1.155637179,0.720472057,5
MUWAQQAR,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,MOHWH,مستودع محمد البستنجي - الكرك,120,93.038,0.448362821,1.604,1.155637179,0.720472057,5
MUWAQQAR,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,106,مستودع يوسف أحمد -كاش,12,9.328,0.448362821,1.604,1.155637179,0.720472057,5
MUWAQQAR,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,EXPWH,مستودع التوالف,41,31.198,0.448362821,1.604,1.155637179,0.720472057,5
MUWAQQAR,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,IRBID,مستودع أربد,94,80.204,0.448362821,1.604,1.155637179,0.720472057,5
MUWAQQAR,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,108,مستودع يزن حمدان,11,10.447,0.448362821,1.604,1.155637179,0.720472057,5
MUWAQQAR,1021041,شيخ الكار حلاوة 700 غم سادة 1*12,HOSAM,مستودع عبدالله البستنجي موقر,43,-33.404,0.448362821,1.604,1.155637179,0.720472057,5
MUWAQQAR,1021052,شيخ الكار حلاوة 4 كغم سادة تنك 1*1,FGWH,مستودع البضاعة الجاهزة حسام,127,280.918,4.197793103,9,4.802206897,0.533578544,5
