G/L Acct/BP Code,Name,Local Currency - Jordanian Dinar - OB,Local Currency - Jordanian Dinar - Debit,Local Currency - Jordanian Dinar - Credit,Local Currency - Jordanian Dinar - Balance
110000544,الصبيح للصناعات الغذائية,,6352,5569,783
110000548,سوق الطويل للمواد التموينية/ الطيبة,,506.88,506.88,
110000549,سوبر ماركت عبد الحليم شحادة,2881.237,,,2881.237
110000550,ربوة ناعور _ناعور,7501.26,3248.959,9223.668,1526.551
110000551,سوبر ماركت الشلتاوي _سحاب,96,189,285,
110000552,سوبر ماركت جلكسي ون,277.954,2137.398,1954.986,460.366
110000556,محلات عبده بديوي خزاعلة,12.6,3092.39,3092.39,12.6
110000557,شركة الضوء الاخضر للتموين,12800,913.4,1197.6,12515.8
110000558,شركة سيرجو للصناعات الغذائية,4000,24805,26755,2050
110000559,تقي مول - الشوبك,78.543,,,78.543
110000560,مؤسسة عمر الناطور الاستهلاكية,244.646,,,244.646
110000561,سوبر ماركت بانا - السكين,77.195,,,77.195
110000562,سوبر ماركت انوار المدينة - الصافي,89.75,,,89.75
110000563,قهوة عاصم العيص,56,,10,46
110000564,مخابز سما عمان - شارع عبدالله غوشة,300,,300,
110000565,مؤسسة مالك العائدي للاستيراد والتصدير,2,,2,
110000566,مخبز الخزنة - جوهرة الرشيد,1440,2230,3670,
110000567,جعفر كنانة للالبان و الاجبان,100.723,529.886,292.716,337.893
110000569,شركة رتاج للصناعات الدوائية ذ.م.م,3187.5,,3187.5,
110000570,الشركة العامة الاردنية للصوامع والتموين,82.5,553.4,711.038,-75.138
110000572,مؤسسة شادي قنديل التجارية,550,2025.713,,2575.713
110000573,مؤسسة توازن للأعلاف و الحبوب,6756.85,5166.593,11923.443,
110000579,سامر الدويك مبيعات نقدية,,5404.056,5231.058,172.998
110000580,امجد زكي مبيعات نقدية,,1804.601,1936.101,-131.5
110000581,حسام البستنجي مبيعات نقدية,,79.499,79.499,
110000582,جهاد فقوسة مبيعات نقدية,134.455,6622.949,6867.765,-110.361
110000583,لؤي السيد مبيعات نقدية,,4796.544,4796.544,
110000584,سفيان التعمري مبيعات نقدية,,4485.09,4485.09,
110000586,محمد البستنجي مبيعات نقدية,,4954.89,4954.89,
110000588,مخبز ظاهر نايف الطراونة,,4475,4475,
110000592,مخابز حلب الشهباء -طبربور,1872.56,3585,5457.56,
110000595,سوبر ماركت الاغوات - سيد الكرك,9.557,259.015,268.5,0.072
110000596,أسواق ابو صالح - وادي موسى,290.03,,250.65,39.38
110000597,مؤسسة الزيادنة التجارية - معان,167.333,,,167.333
110000598,سوبر ماركت الرهايفة,63.75,,,63.75
110000599,مطعم بوابة البلقاء - السلط,137,279.068,416.046,0.022
110000600,الفيصل مول 2 - معان شارع الجامعه,144.3,55.7,200,
110000601,مؤسسة أنقرة -سال اربد,687.499,,687.5,-0.001
110000603,شركة اسواق الصقر للمواد التموينية,30293.815,,143.388,30150.427
110000605,شركة الصفوة لتجارة المواد الغذائية,262,627.981,889.981,
110000607,البان محمد عبدالله ابو ركبه - دوار المحبة,97.983,,85,12.983
110000608,مؤسسة احمد الشويات للمواد التموينية,226.102,,,226.102
110000612,البان و اجبان سما ضبعه المركزي,901.5,3692.72,4133.42,460.8
110000618,التقى للمطاعم و المواد الغذائية,553.5,463.68,810.709,206.471
110000621,مخللات خيرات المملكة,165.773,552.5,500.773,217.5
110000622,ميني ماركت اياد السواعير,546.819,725.8,1056.8,215.819
110000626,مؤسسة أعزاز التجارية,3675,1593,5268,
110000628,الأساس القوي لتجارة المواد الغذائية,3088.367,21969.143,23449.06,1608.45
110000633,علي للتسوق / الرمثا,25.967,2434.872,1981.107,479.732
110000634,محلات هارون الشاويش -معان,685.025,,687.488,-2.463
110000635,سوبر ماركت جاد الله القيسي - الطفيله,209.5,,,209.5
110000636,محمص العائلة - غرندل,53.14,,54,-0.86
110000637,سوبر ماركت ربعي / العيص,185.25,,,185.25
110000638,سوبر ماركت عز الدين الاقطش / مادبا,416,345.6,531.2,230.4
110000639,سوبر ماركت عمران - غرندل / الطفيله,183.835,,,183.835
110000640,أسواق المهندس للتسوق - العيص,512.85,,150,362.85
110000641,أجنحة الصقر التجارية,-125.583,7393.708,7267.386,0.739
110000644,شركة ازهار ضبعة لتجارة المواد الغذائية,552,576.018,1128.018,
110000645,هلا مول - حسينية معان,46,191.438,237,0.438
110000646,سوبر ماركت ياسمين وبشار,54.45,334.359,65,323.809
110000647,شركة ذئاب البحر الاحمر,596.079,,,596.079
110000648,بقالة رزان ابو رمان - أبواب الرزق,,1258.469,1025.808,232.661
110000650,بقالة هضاب الاقصى,,722.304,189.821,532.483
110000651,بقالة غصن الحي الاخضر,,2533.21,2204.241,328.969
110000653,بهاء الدين البستنجي مبيعات,,283488.097,14046.619,269441.478
110000654,مؤسسة ليث النعسان لتجارة المواد التموينية,,6209.957,2773.258,3436.699
110000656,مؤسسة نبيل ابو سيف للدواجن,,878.376,221.168,657.208
110000657,شركة صفايا لصناعة السكاكر,,28000.08,28000,0.08
110000658,اسواق تلال ضبعه للتموين,,5501.261,5040.461,460.8
110000659,مركز دفاع مدني الماضونه,,202.08,202.08,
110000660,بقالة والبان القيروان,,834.175,834.175,
110000661,أبو محمد - مخيم الوحدات,,282.92,,282.92
110000663,سوبر ماركت محمد النجادة / مادبا,,460.8,250,210.8
110000664,سوبر ماركت منصور المصري,,115.2,115.194,0.006
110000665,شركة المعاصرون للصناعات الغذائية,,7224.292,6627,597.292
110000667,سوبر ماركت الشلة,,113.2,113.2,
110000669,جبال ابو علندا للمواد التموينية,,225.68,137.95,87.73
110000670,شركة اسواق جنة عدن,,135.792,135.792,
110000671,الراعي للتموين,,,29.55,-29.55
110000673,شركة بهاء بستنجي,,2300,2300,
110000675,بقالة ابراهيم حمدان,,251.377,61.44,189.937
110000677,عصام فضل حمود,,499.98,,499.98
110000678,شركة الفرح لصناعة الشوكولاته,,1140,1140,
110000679,مركز دفاع مدني ماركا,,21.6,21.6,
110000681,البنك الاسلامي الاردني - شركة فريسكا لصناعة الحلويات,,22567.5,22567.5,
110000682,مؤسسة زينة الجيزة التجارية,,691.2,450,241.2
110000683,سوبر ماركت و مجمدات ايمان حربا,,476.19,238.092,238.098
110000684,بقالة سما الفالوجة,,2079.487,,2079.487
110000685,أبو عمر الكركي - الكرك,,569.621,,569.621
110000686,المعارض,,616.197,616.197,
110000688,حجر الزيتون لخدمات الطعام و الشراب,,145,145,
110000689,مؤسسة زكريا خرفان للتوريدات الغذائية,,26480.2,23353.2,3127
110000690,ابو عطا للمواد التموينية الطفيلة,,529.25,300,229.25
110000691,دام العطاء اللوجستية للتزويد و الخدمات,,241.296,241.296,
110000693,شركة محمد نبيل غيث و ناصر عزات غيث و شريكهم,,207.36,207.36,
110000694,عدنان خلف الشملان,,8085.5,4178.779,3906.721
110000695,فروقات عطاءات,,15849.847,15553.059,296.788
110000696,اسواق ماسة التجارية,,78.76,78.76,
110000697,مؤسسة كرمه و سليمان الغويري,,253.455,838.538,-585.083
110000698,مؤسسة سهير الاسطل للمواد الغذائية,,1283.264,1283.264,
110000699,مخابز العفيف الدولية,,6935,4325,2610
110000700,مؤسسة معتز البواريد لتجارة المواد التموينية,,3425.901,3425.901,
110000704,شركة محمد الدرابسة و شركاه مخبز انوار المدينة الطرة,,1720,1691.05,28.95
110000711,شركة اضواء باري لتجارة المواد التموينية,,92.594,92.594,
110000714,مؤسسة عبادة زغلول للمواد الغذائية,,115.07,115.07,
110000716,نايف  الحلبوني - مبيعات نقدية,,200,200,
110000717,امجد العمري - مبيعات نقدية,,969.67,965.07,4.6
110000720,أسواق احمد يحيى للتوفير,,470,,470
110000722,شركة حمدان لصناعة المواد الغذائية,,8767,19910,-11143
110000724,مؤسسة سلبود للالبان والاجبان,,514.364,,514.364
110000725,بقالة محمد ابو محفوظ -الزرقاء,,261.767,,261.767
110000727,بقالة مفيد عبدالعال -أسواق أنس,,679.939,,679.939
110000729,شركة مصطفى خرفان وشركاه,,2300,2300,
110000743,شركة أمجد عمرو - الوحدات,,43.38,,43.38
110000745,شركة وريف لخدمات الطعام,,,100,-100
110000755,بقالة محمد المومني,,357.917,357.917,
,,__________________,__________________,__________________,__________________
Total Retail Outlets,,482951.166,8416749.639,7428614.229,1471086.576
,,,,,
Cash Van,,,,,
,,,,,
110000553,محمد البستنجي كاش فان,,14569.872,14569.6,0.272
110000554,قصي ذيب كاش فان,,12957.234,12957.234,
110000555,عمار عنبة كاش فان,,5556.237,7613.856,-2057.619
110000576,احمد ابو حشيش كاش فان,,6661.896,11374.904,-4713.008
110000687,yara food,,47513.635,47513.635,
110000707,يوسف أحمد -كاش فان,,5254.664,9146.78,-3892.116
110000708,حسن المشايخ -كاش فان,,110.152,6.6,103.552
110000719,يزن حمدان -كاش فان,,2584.378,2773.828,-189.45
140000122,دائرة الجمارك الاردنية مركز جمرك معبر وادي الاردن,,159.9,,159.9
140000129,مديرية التربية والتعليم للواء قصبة الكرك,,648.75,337.5,311.25
140000146,مديرية التربية والتعليم للواء الجامعة,,345,,345
150000061,فاضل ممدوح الصوالحة,,164.96,,164.96
150000062,ايهم يوسف علي البواطي,,2667,2637.5,29.5
150000067,يزن اسامة عبدالسلام حمدان,,440.718,248.468,192.25
,,__________________,__________________,__________________,__________________
Total Cash Van,,,99634.396,109179.905,-9545.509
,,,,,
Key Account,,,,,
,,,,,
110000251,شركة سامح مول ذ.م.م,62629.582,,,62629.582
110000625,شركة مواقع سامح التجارية,41267.105,,4056.874,37210.231
110000754,شركة السلة الذهبية للتجارة,,1152.708,,1152.708
,,__________________,__________________,__________________,__________________
Total Key Account,,103896.687,1152.708,4056.874,100992.521
,,,,,
Tenders,,,,,
,,,,,
110000593,المؤسسة الاستهلاكية المدنية,3445.971,,385.1,3060.871
110000604,مدارس المفرق الصناعية,75.06,78.13,153.19,
110000606,مؤسسة التدريب المهني - مديرية اقليم الشمال - معهد جدارا,234.73,307.62,520.7,21.65
110000609,وزارة النقل,992.75,889,1496.75,385
110000610,الجامعة الاردنية / دائرة خدمات الغذاء والتغذية,1123.25,1336.8,2126.402,333.648
110000611,مركز البوتاس للخدمات النهارية الدامجة - المفرق,334.2,,,334.2
110000613,شركة العقبة لادارة وتشغيل الموانئ -قسم المدينة العمالية,350,1265,350,1265
110000614,دائرة الاحوال المدنية والجوازات -طبربور,1125,,1125,
110000615,بلدية جرش الكبرى,912.5,650,913,649.5
110000616,مركز العقبة الشامل للخدمات النهارية الدامجة,400.8,,,400.8
110000617,وزارة التربية والتعليم - عجلون,998.2,143.86,1072.76,69.3
110000620,مؤسسة التدريب المهني - معهد تدريب مهني ابو نصير/الحلويات,168.25,307.33,372.57,103.01
110000623,مديرية التربية والتعليم للواء الاغوار الشمالية,306.5,225.5,306.5,225.5
110000624,مركز البوتاس للخدمات النهارية الدامجة - عجلون,79,30,,109
110000627,مديرية التربية والتعليم - الشونة الجنوبية,900,,,900
110000629,مركز رعاية وتأهيل المتسولات -عمان,372.6,1176.87,287.97,1261.5
110000631,دائرة الاحصاءات العامة,1825,2912.5,4737.5,
110000632,دائرة الاثار العامة / المركز,174.6,450.619,625.219,
110000642,معهد التدريب المهني الرمثا,144.5,100.01,144.5,100.01
110000643,مؤسسة التدريب المهني- معهد التدريب المهني بني عبيد,14.25,215.75,171.75,58.25
140000001,مركز الزرقاء الشامل للخدمات النهارية الدامجة,149.94,436.14,278.34,307.74
140000002,مركز التأهيل والتشغيل المهني - الرصيفة,66.24,540.65,487.19,119.7
140000003,مركز الضليل للرعاية و التأهيل,24096.606,34133.41,17496.386,40733.63
140000004,مركز الكرك للرعاية والتأهيل,28340.57,39647.57,40751.61,27236.53
140000005,مركز الطفيلة للتدريب والتاهيل,22308.142,29566.46,20739.254,31135.348
140000006,مركز البوتاس للخدمات النهارية الدامجة - جرش,430.65,144.64,,575.29
140000007,مركز الامل الجديد,11078.78,689.07,6465.27,5302.58
140000008,مديرية التدريب المهني / اقليم الشمال - مشغل الباسلية,54.15,119.6,73.8,99.95
140000009,مركز الامل الجديد لرعاية متعددي الاعاقات,2305.91,,1872.31,433.6
140000010,مركز البوتاس الشامل للخدمات النهارية الدامجة - الغور الجنوبي,275.16,440.35,77.88,637.63
140000011,مركز البتراء الشامل للخدمات النهارية الداومجة,129.685,243.035,134.635,238.085
140000012,مركز امنة لتأهيل النساء - شفا بدران,5544.997,3957.43,2730.7,6771.727
140000013,مركز عين الباشا للخدمات النهارية الدامجة,71.38,258.2,52.46,277.12
140000014,مركز عمان الشامل للخدمات النهارية الدامج,28.08,243.255,12.6,258.735
140000015,مركز فتيان - شفا بدران,30,,,30
140000016,مستشفى ابو عبيدة,3279.96,7666.44,8933.529,2012.871
140000017,مركز كرامة لحماية الاتجار بالبشر - وسط البلد,2719.59,2776.97,1366.49,4130.07
140000018,مركز رعاية وتأهيل المتسولين / عمان,9003.7,5423.39,5395.9,9031.19
140000019,مركز تدريب مهني عجلون,37.4,97.36,91.16,43.6
140000020,مركز تدريب مهني اناث الزرقاء,75.98,,,75.98
140000021,مركز تعديل السلوك - اعادة تأهيل الاطفال,2945.244,1914.88,1681.8,3178.324
140000022,مركز رعاية و تاهيل المتسولين مادبا,,148.95,148.95,
140000023,مركز جرش للرعاية والتأهيل,40011.01,135994.91,79106.74,96899.18
140000024,مدرسة عبدالله بن ام مكتوم للمكفوفين,96.019,,,96.019
140000025,دار تأهيل أحداث أربد (16-18) للأحداث المحكومين لأقليم الشمال,12054.519,4050.72,10122.955,5982.284
140000026,دار الوفاق الاسري - أربد,3204.8,3572.365,2007.44,4769.725
140000027,دار تاهيل احداث اربد محكومين / إقليم الوسط والجنوب,9364.16,11999.32,9926.086,11437.394
140000028,دار تربية وتأهيل الاحداث - عمان,13533.091,10789.04,7582.541,16739.59
140000029,دار تربية وتأهيل الاحداث - الرصيفة,15363.545,8450.76,12988.599,10825.706
140000030,دار الوفاق الأسري - ماركا,6684.513,6206.69,3213.12,9678.083
140000031,المركز الوطني لتأهيل المدمنين - شفا بدران,6901.83,9206.67,11824.62,4283.88
140000032,الاكاديمية الاردنية للسياحة والفندقة - ماركا,525.24,1612.77,841.42,1296.59
140000033,المركز الوطني للصحة النفسية --الرئيسي,10805.616,19469.332,17465.055,12809.893
140000034,تدريب مهني ابو نصير,43.1,34.32,34.32,43.1
140000035,المركز الوطني للصحة النفسية --القضائي,7627.6,14353.53,11084.47,10896.66
140000036,دار تربية وتأهيل الاحداث - مادبا,4760.335,2596.098,2039.269,5317.164
140000037,مؤسسة الحسين الاجتماعية,21513.84,38392.01,15822.34,44083.51
140000038,مؤسسة التدريب المهني - معهد البتراء,,85.81,85.842,-0.032
140000039,مؤسسة دار الحنان - اربد,6818.968,4922.83,8263.3,3478.498
140000040,مدرسة المفرق الصناعية,643.899,416.18,147.2,912.879
140000041,مدرسة أيل الصناعية المحترمين,165,1044.01,,1209.01
140000042,كلية رفيدة الاسلامية,2925.52,4214.63,4118.72,3021.43
140000043,دار رعاية الاطفال - عمان,7954.694,5265.46,1874.415,11345.739
140000044,دار تربية وتأهيل الفتيات - الرصيفة,9974.523,2977.36,3491.88,9460.003
140000045,دار رعاية الفتيات - الرصيفة,3288.095,5932.93,2550.13,6670.895
140000046,شركة يوسف نادر و أولاده,,53522.382,63141.567,-9619.185
140000047,دار رعاية الفتيان - مادبا,4618.06,4019.385,1843.73,6793.715
140000048,مستشفى معان الحكومي,7244.113,14772.76,9748.036,12268.837
140000049,مستشفى معاذ بن جبل,5808.93,7633.325,9523.484,3918.771
140000050,معهد الاميرة تغريد للتدريب المهني,,174.81,119.907,54.903
140000051,معهد التدريب المهني - مادبا,279.25,174.06,303.31,150
140000053,مستشفى غور الصافي,9129.737,15864.29,17949.65,7044.377
140000054,مستشفى النديم - مادبا,6228.511,12797.67,12814.148,6212.033
140000055,مستشفى الملكة رانيا / البتراء,6067.301,7943.25,9568.49,4442.061
140000056,مستشفى النسائية والاطفال - المفرق,5795.31,13283.51,15415.343,3663.477
140000057,مستشفى جرش,13046.412,18690.35,24258.23,7478.532
140000058,مستشفى اليرموك لواء بني كنانة,10248.64,10441.81,14626.89,6063.56
140000060,معهد التدريب المهني عجلون /الحلويات والمعجنات,110.15,148.85,82.45,176.55
140000061,معهد التدريب المهني عجلون - سياحي,132.59,168.65,277.33,23.91
140000062,معهد تدريب مهني المشارع,,179.7,54.6,125.1
140000064,معهد تدريب مهني عين الباشا / ذكور,782.22,2032.85,1281.807,1533.263
140000065,معهد التدريب المهني -جرش,110.583,256.145,220.745,145.983
140000067,معهد التدريب المهني الاردني الكوري- الفندقة,112.26,566.45,463.85,214.86
140000069,معهد التدريب المهني المفرق,,207.33,123.93,83.4
140000070,معهد التدريب المهني الطفيلة - أناث,,55.36,55.352,0.008
140000071,مستشفى المفرق الحكومي,6112.55,8052.21,10342.52,3822.24
140000072,مستشفى الاميرة سلمى - ذيبان,4099.86,14049.424,16129.702,2019.582
140000073,مستشفى الاميرة راية - الشمال,5752.868,10516.336,10290.408,5978.796
140000074,مستشفى الايمان - عجلون,9825.7,21033.959,24195.136,6664.523
140000075,مستشفى البشير الحكومي,36750.58,62301.59,69217.788,29834.382
140000076,مستشفى البادية الشمالية,5811.71,8005.8,10590.058,3227.452
140000077,مستشفى الاميرة بسمة - أربد,8322.58,32397.35,32644.8,8075.13
140000078,مستشفى الامير حمزة,6932.25,38177.899,29998.549,15111.6
140000079,مستشفى الامير الحسين بن عبدالله الثاني - عين الباشا,5794.195,11967.49,14479.058,3282.627
140000080,مستشفى الامير فيصل - ياجوز,6504.839,14391.31,17524.09,3372.059
140000081,مستشفى الاميرة بديعة,9289.838,27073.86,30052.52,6311.178
140000082,مستشفى الاميرة أيمان - معدي,11610.229,10690.13,13322.28,8978.079
140000083,مستشفى الجامعة الاردنية - عمان,67690.114,60747.355,86956.182,41481.287
140000084,مستشفى الفحيص للامراض النفسية - عمان,-142.722,,1673.72,-1816.442
140000085,مستشفى الطفيلة  الحكومي,8651.618,7638.375,9913.833,6376.16
140000086,مستشفى الكرامة - المقابلين,879.26,,1529.79,-650.53
140000087,مستشفى المركز الوطني للصحة النفسية / الكرامة,11288.245,17193.119,16224.57,12256.794
140000088,مستشفى الكرك,17993.519,24471.05,24298.63,18165.939
140000089,مستشفى الشونة الجنوبية,,15382.529,9351.584,6030.945
140000090,مستشفى الدكتور جميل التوتنجي,5355.125,10774.09,13798.32,2330.895
140000091,مستشفى الحسين / السلط الجديد,18106.39,40796.265,49095.163,9807.492
140000092,مستشفى الرمثا,10701.93,7381.22,14775.5,3307.65
140000093,مستشفى الزرقاء,13323.61,39327.62,45157.754,7493.476
140000094,مستشفى الرويشد الحكومي,3379.87,5699.32,6171.21,2907.98
140000095,بلدية معان الكبرى,,1598.9,1598.9,
140000096,المركز الوطني للتوحد,,29.1,,29.1
140000097,وزارة المياه و الري سلطة وادي الاردن,,5852.2,3630,2222.2
140000098,مديرية التربية و التعليم لواء قصبة المفرق,,572.4,,572.4
140000099,معهد التدريب المهني ملكا المنصورة,,218.64,148.48,70.16
140000100,قبوضات العطاءات,,233149.626,228292.786,4856.84
140000101,مركز حطين للخدمات النهارية الدامجة,,68.5,,68.5
140000102,مركز الرصيفة الشامل,,414.548,239.199,175.349
140000103,جامعة اليرموك,,3324.1,406.1,2918
140000104,بلدية الرصيفة,,2417.5,2417.5,
140000105,معهد تدريب مهني /معهد غرب اربد,,15.3,15.3,
140000106,معهد التدريب المهني اقليم الشمال,,42.1,42.1,
140000107,الخط الحديدي الحجازي الاردني,,252,248.1,3.9
140000109,مجمع اللغة العربية,,253,253,
140000110,وزارة الصحة الاردنية,,29280,,29280
140000111,مؤسسة التدريب المهني تدريب مهني صبحا,,70.8,70.8,
140000112,مركز الطفيلة للخدمات النهارية الدامجة,,125.75,,125.75
140000113,مركز الحسينية الشامل,,33,,33
140000114,مديرية التربية و التعليم للواء قصبة مادبا,,1525,800,725
140000115,دائرة الجمارك الاردنية مركز جمرك جابر,,602.724,201.5,401.224
140000116,دائرة الجمارك الاردنية مركز جمرك جسر الملك حسين,,334,334,
140000117,دائرة الجمارك الاردنية مركز جمرك المدورة,,93,,93
140000118,دائرة الاثار العامة مديرية المستودعات الرئيسية طبربور,,102.001,102.019,-0.018
140000119,مركز الكورة الشامل للخدمات النهارية الدامجة,,1304,,1304
140000120,مؤسسة التدريب المهني -معهد ماركا/ذكور,,199.3,199.3,
140000121,المركز الوطني للبحوث الزراعية,,2807.5,,2807.5
140000123,وكالة الانباء الاردنية -بترا,,75,75.052,-0.052
140000124,مجمع صوامع العقبة,,159,79.5,79.5
140000125,بورصة عمان,,109,108.994,0.006
140000126,وزارة الاستثمار,,100,100,
140000127,مديرية التربية والتعليم للواء سحاب,,219,219.003,-0.003
140000128,الجامعة الاردنية / دائرة اللوازم المركزية,,166.5,14.999,151.501
140000130,مستشفى الجامعة الاردنية /دائرة العطاءات والتزويد,,4899.2,,4899.2
140000131,وزارة المياه والري /سلطة وادي الاردن سد الملك طلال,,6692.5,,6692.5
140000132,الشركة العامة الاردنية للصوامع والتموين / مجمع الشمال الرمثا,,148.25,,148.25
140000133,مركز القطرانه الشامل للخدمات النهارية الدامجة,,78.9,,78.9
140000134,مؤسسة التدريب المهني-الكرك اناث,,165.74,38.6,127.14
140000135,معهد التدريب المهني مشارع /الشونة,,41,,41
140000136,معهد التدريب المهني /العقبة للسياحة والفندقة,,78.631,31.361,47.27
140000137,مؤسسة التدريب المهني معهد الغور الاوسط,,73.5,,73.5
140000138,معهد التدريب المهني البادية الشمالية/صبحا,,20.06,,20.06
140000139,مديرية التربية والتعليم للواء المزار الشمالي,,171.7,,171.7
140000140,بلدية الضليل,,422.5,,422.5
140000141,مركز جمرك العمري,,150,,150
140000142,مديرية التربية والتعليم البادية الجنوبية,,285.25,,285.25
140000143,مديرية التربية والتعليم لمنطقة السلط,,900,487.5,412.5
140000144,مديرية التربية والتعليم لواء البادية الشمالية الشرقية,,90.75,,90.75
140000145,مديرية التربية والتعليم للواء دير علا,,600,,600
140000147,مديرية التربية والتعليم قصبة عمان,,198,,198
140000148,بلدية الفحيص,,290,,290
140000149,مديرية التربية والتعليم الزرقاء الثانية,,378,,378
140000150,مديرية لوائي الطيبة والوسطية اقليم الشمال,,38.4,,38.4
140000151,مركز الوسطيه الشامل للخدمات النهاريه الدامجه,,71.4,,71.4
140000152,مديرية التربية والتعليم للواء الاغوار الجنوبية,,560,,560
,,__________________,__________________,__________________,__________________
Total Tenders,,654957.467,1382993.042,1307929.744,730020.765
,,,,,
Employees,,,,,
,,,,,
110000574,المنسق محمد,,300,300,
110000709,يوسف طالب الدراويش,,605,277.5,327.5
110000712,يونس الحروب,,636.5,268.25,368.25
150000003,طارق مصطفى العدوي,,705,,705
150000004,محمد نبيل ابراهيم الداقور,,335,670,-335
150000005,حسام الدين حسن العموري,,9175.262,7860.988,1314.274
150000006,منير جدوع جبارة عويمر,,2807.321,2394.112,413.209
150000007,محمود عبدالله البستنجي,,7450.97,5842.66,1608.31
150000008,محمد عواد حجاج العودات,,6859.337,6834.02,25.317
150000009,معن احمد حسن ابو عمرو,,12857.269,12053.134,804.135
150000010,أمجد زكي عوض يونس,,12098.284,11310.623,787.661
150000012,معاذ ابراهيم عوض,,3431.278,3330.856,100.422
150000013,حسين محمود البستنجي,,3176,2310,866
150000014,نادر احمد الريان,,30759.966,24824.256,5935.71
150000016,حسام الدين عبد الرحيم البستنجي,,22377.685,20016.806,2360.879
150000018,مجدي يوسف القحطاني,,2524.686,1774.18,750.506
150000019,غسان مجاهد التعمري,,1811.877,1163.877,648
150000020,سفيان مجاهد  محمد التعمري,,9652.943,8910.354,742.589
150000021,سامر الدويك,,15328.45,14812.757,515.693
150000022,عمر اسماعيل المقارنة,,1975.644,2070.954,-95.31
150000023,ادريس عمر يونس الحروب,,4490.485,4343.643,146.842
150000025,محمد مازن خالد البستنجي,,3792.676,3272.663,520.013
150000029,احمد سهيل التعمري,,3433.05,3433.05,
150000030,حسام محمد بوسف الدرابيع,,22354.394,20747.687,1606.707
150000032,يوسف عبدالله محمود البستنجي,,3797.474,3070.395,727.079
150000034,عمار يحيى زكريا عنبة,,4519.564,4333.564,186
150000035,رجا فارس عبدالفتاح تيم,,15541.068,15363,178.068
150000036,عيسى ياسين الجبالين,,3805.052,3586.649,218.403
150000038,المنسق أحمد ابو حشيش,,5408.2,4591.25,816.95
150000039,عماد عبدالحكيم ابو دوش,,3212.14,3146.106,66.034
150000040,محمد رياض ابو بكر,,1340.92,1318.55,22.37
150000041,يوسف وليد أبو دوش,,400,400,
150000042,لؤي سعيد احمد السيد,,12626.48,12777.479,-150.999
150000043,عمر فاروق الشيخ,,1587.732,1522.732,65
150000044,جهاد محمود فقوسة,,8255.531,7716.959,538.572
150000045,محمد ياسر عبدالله البستنجي,,7828.415,6213.311,1615.104
150000046,سامر سفيان مجاهد التعمري,,5682.738,5604.738,78
150000047,عماد ابو دوش,,268.6,268.6,
150000048,عمر يونس الحروب,,4211.79,4062.186,149.604
150000049,فادي علي عواد الحنيطي,,257.415,514.83,-257.415
150000050,عيد اسحق عبدالقادر,,1265.352,1137.734,127.618
150000051,رامي مفيد,,3090.731,3022.205,68.526
150000052,مصطفى محمد احمد المشاهرة,,3588.329,3380.813,207.516
150000053,عثمان مصطفى ابو ربيع,,8995.684,8922.216,73.468
150000054,يوسف وليد محمد ابو دوش,,4281.67,3511.39,770.28
150000056,قصي عدنان ذيب,,3496.69,3117.88,378.81
150000057,عاطف الرفاعي,,4715.85,4319.3,396.55
150000058,عدنان عثمان عبدالفادر,,5868.759,5868.409,0.35
150000059,بكر ابراهيم عوض,,1540.171,1490.171,50
150000060,ابراهيم سلمان البستنجي,,61.975,61.975,
150000063,احمد خليل درس,,372.048,699.917,-327.869
150000064,احمد خليل عطا درس,,50,50,
150000065,حسن عبدالباسط المشايخ,,50,,50
150000066,يوسف احمد عبدالرحمن احمد,,415,277.5,137.5
150000068,نايف سليمان فايز الحلبوني,,196.75,323.75,-127
150000069,امجد كمال علي العمري,,323.75,323.75,
,,__________________,__________________,__________________,__________________
Total Employees,,,295994.955,269819.729,26175.226
,,,,,
,,__________________,__________________,__________________,__________________
Total Customers:,,1294143.162,11122137.05,11560522.2,855758.015
,,,,,
Suppliers,,,,,
,,,,,
Local Vendors,,,,,
,,,,,
LV0000004,شركة الطير الذهبي للصناعات الغذائبة - مورد,,211858.63,235668.63,-23810
LV0000007,شركة المعاصرون للصناعات الغذائية ذ.م.م مورد,,13996.497,16694.833,-2698.336
LV0000008,بوندد البنك الاسلامي الاردني - سحاب,-5253.467,6763.567,4212.586,-2702.486
LV0000012,شركة التلال الخضراء لصناعة الاغذية,-7652,115336.752,112531.853,-4847.101
LV0000021,شركة دلتا الصناعية لتعبئة وتغليف الحليب المجفف,-2239.35,139016,109603.104,27173.546
LV0000023,شركة الصناعات الدولية ذ.م.م / مورد,,37713.596,37713.596,
LV0000036,شركة رجائي ومحمد عيسى الملك للتجارة,-268.5,43758.92,17567.221,25923.199
LV0000047,مؤسسة محمد الجابر للتصميم وأدارة المشاريع,10556,5062.24,15618.24,
LV0000058,مؤسسة السيد بطيبط التنجارية,-20.538,,,-20.538
LV0000062,شركة مطاحن الهاشمية المحدودة,-21550.001,452986,470816,-39380.001
LV0000066,شركة الانماء العربية للصناعات الغذائية,,14200,,14200
LV0000068,الشركة الجديدة لصناعة البلاستيك,,527.8,527.8,
LV0000076,شركة الجديدة للصناعات الغذائية / موردين,-8862.495,289622.08,304173.77,-23414.185
LV0000080,المؤسسة المنفردة لصيانة الكمبريسرات الصناعية,,743.56,743.56,
LV0000082,مخابز العفيف الدولية,-1203.05,8125,8070.93,-1148.98
