G/L Acct/BP Code,Name,Local Currency - Jordanian Dinar - OB,Local Currency - Jordanian Dinar - Debit,Local Currency - Jordanian Dinar - Credit,Local Currency - Jordanian Dinar - Balance
Assets,,,,,
,,,,,
210000594,الراعي للتموين,,2683.067,2653.055,30.012
210000595,شركة بهاء الدين البستنجي و شركاه مبيعات,,14983.359,,14983.359
210000597,بقالة ابراهيم حمدان,,284.387,113.25,171.137
210000598,شركة اغرة للمطاعم السياحية,,2282.387,1922.39,359.997
210000601,مؤسسة رائد العلوي للتموين,,1168.506,1168.5,0.006
210000602,عصام فضل حمود,,40,40,
210000603,مركز دفاع مدني ماركا,,66.84,66.84,
210000604,مؤسسة ارض الريان لتوريد المواد الغذائية,,1016.422,801.382,215.04
210000605,مؤسسة زينة الجيزة التجارية,,153.318,100,53.318
210000606,سوبر ماركت و مجمدات ايمان حربا,,650.298,539.84,110.458
210000607,بقالة سما الفالوجة,,1230.709,500,730.709
210000608,شركة الاتجاه التوفيري لتجارة المواد التموينية /ابو القيقب,,291.159,291.159,
210000609,حجر الزيتون لخدمات الطعام و الشراب,,360,250,110
210000611,ابو عطا للمواد التموينية الطفيلة,,364.55,300,64.55
210000612,دام العطاء اللوجستية للتزويد و الخدمات,,277.863,277.863,
210000613,مخبز الشلتاوي - الجمرك,,1800,1800,
210000614,شركة عسل الرمال لتجارة التمور,,230.202,230,0.202
210000615,اسواق ماسة التجارية,,746.45,746.45,
210000616,مؤسسة كرمه و سليمان الغويري,,165.814,,165.814
210000617,مؤسسة سهير الاسطل للمواد الغذائية,,988.167,972.746,15.421
210000618,مخابز الاحسان,,2000,,2000
210000621,مطعم محمد العفيف,,2739.647,,2739.647
210000624,شركة برافو لصناعة المكسرات و الشوكولاته,,2378,,2378
210000625,شركة اضواء باري لتجارة المواد التموينية,,72.424,72.42,0.004
210000627,مؤسسة عبادة زغلول للمواد الغذائية,,171.204,171.204,
210000628,نايف الحلبوني - مبيعات نقدية,,1539.424,1539.424,
210000629,امجد العمري - مبيعات نقدية,,886.901,886.901,
210000631,اسواق شهوان - ام البساتين,,303.077,138.9,164.177
210000634,مؤسسة عمر الناطور الاستهلاكية,615.921,,,615.921
210000637,أسواق احمد يحيى للتوفير,,204.792,,204.792
210000638,شركة عود وناي للمطاعم السياحية,,480,480,
210000642,مؤسسة سلبود للالبان والاجبان,,328.082,128.082,200
210000676,مخابز قشطه,,11088,11088,
210000684,مخبز ظاهر نايف الطراونة,,1660,,1660
210000690,بقالة محمد ابو محفوظ -الزرقاء,,270.644,,270.644
210000691,اسواق رائد الكرد الاستهلاكية,,102.663,102.663,
210000692,بقالة مفيد عبدالعال -أسواق أنس,,913.352,,913.352
210000713,بقالة محمد المومني,,525.31,525.31,
,,__________________,__________________,__________________,__________________
Total Retail Outlets,,410726.556,2256046.067,2138900.75,527871.873
,,,,,
Cash Van,,,,,
,,,,,
210000441,محمد البستنجي كاش فان,,6842.68,6843.233,-0.553
210000442,قصي ذيب كاش فان,,6093.268,5872.653,220.615
210000443,عمار عنبة كاش فان,,3346.604,1217.915,2128.689
210000569,احمد ابو حشيش كاش فان,,6018.625,1253.396,4765.229
210000619,مطعم ياسر عبدالله البستنجي,,738,588,150
210000622,حسن المشايخ -كاش فان,,499.981,169.576,330.405
210000623,يوسف أحمد كاش فان,,7375.107,61.413,7313.694
210000630,يزن حمدان - كاش,,1724.962,10.307,1714.655
210000633,محمص العقاد,,67.276,,67.276
210000635,سوبر ماركت بانا - السكين,10.5,,,10.5
250000077,محمود أبراهيم الدغيمات,-244.305,2042.324,1931.224,-133.205
250000092,محمد طاهر محمود غرز,,606.183,555.833,50.35
250000093,محمود نادر ابو دوش,,585.532,584.832,0.7
250000098,محمد عيد خضر ابو العرج,,176.11,,176.11
,,__________________,__________________,__________________,__________________
Total Cash Van,,-233.805,36116.652,19088.382,16794.465
,,,,,
Key Account,,,,,
,,,,,
210000188,المركز الاردني للتجارة و الاستثمار - كوزمو,,7374.542,8483.172,-1108.63
210000489,شركة مواقع سامح التجارية,,2.549,2.549,
210000712,شركة السلة الذهبية للتجارة,,1543.135,,1543.135
,,__________________,__________________,__________________,__________________
Total Key Account,,,8920.226,8485.721,434.505
,,,,,
Tenders,,,,,
,,,,,
240000001,شركة يوسف نادر و أولاده,7518.984,47905.818,42892.304,12532.498
,,__________________,__________________,__________________,__________________
Total Tenders,,7518.984,47905.818,42892.304,12532.498
,,,,,
EXPORT,,,,,
,,,,,
210000168,مؤسسة سمير عايض كردي العنزي للتجارة,,937281.358,779353.95,157927.408
230000003,super food srls,33479.689,,14132.497,19347.192
230000004,MEDITERRANEAN IMPORT LTD,41477.292,,,41477.292
230000006,OMARA IMPORT,8905.403,73582.133,75361.748,7125.788
230000007,شركة سكاي ستار للتجارة العامة للمواد الغذائية,-2081.521,49035.54,32022.01,14932.009
230000008,شركة قطر الوطنية للأستيراد والتصدير,35138.04,106137.614,140445.61,830.044
230000009,شركة وردة الصفصاف اللتجارية,235.388,,,235.388
230000010,VG FERRARIS 15,32379.846,,32379.846,
230000012,شركة الوادي الاخضر -بيروت,-3930.502,9146.4,6359.73,-1143.832
230000016,HECHAM GROUP PTY LT,-0.25,,,-0.25
230000017,Alimenta srl,,324612.494,237789.708,86822.786
230000018,ALLAZEEZA TRADING LLC,15076.177,,,15076.177
230000020,IKRAMI DISTRIBUTION,10829.481,,,10829.481
230000023,GREEN LAND FOOD,21253.342,,,21253.342
230000024,Green World Food Express INC,3366.578,,,3366.578
230000025,شركة دمشق القديمة,1007.135,,,1007.135
230000026,نوار اتجارة المواد الغذائية,6944.938,1660.478,,8605.416
230000028,YARAFOOD B.V,48927.381,,47513.635,1413.746
230000029,شركة الاسراء العالمية,,23183.16,19622.758,3560.402
,,__________________,__________________,__________________,__________________
Total EXPORT,,253008.417,1524639.177,1384981.492,392666.102
,,,,,
Employees,,,,,
,,,,,
110000002,يجب نقل الرصيد,,7036,7036,
210000581,خليل صلاح سليمان الغلبان,-248.917,331.5,,82.583
210000587,احمد عبدالمجيد صالح الايوبين,-370,3224.463,2881.129,-26.666
210000636,أحمد صلاح الغلبان,-222.64,,,-222.64
250000001,كامل فادي دنون,-272.967,2812.444,2489.477,50
250000002,قاسم عاطف موسى,,462.5,1850,-1387.5
250000003,فرح دهش رداد الجهران,-255.6,860.45,523.85,81
250000004,محمد سلمان أبراهيم البستنجي,-296.88,2756.25,2459.375,-0.005
250000005,ليث خليل خضر,-241.861,3526.954,2941.111,343.982
250000006,لؤي صابر محمد ابو هزاع,-554.062,3522.348,2719.286,249
250000007,علي كامل دنون,-282.996,3624.19,3341.221,-0.027
250000009,عبدالله يوسف محاميد,-142.205,3008.982,2745.256,121.521
250000011,عمر فاروق طه الشيخ,217.24,2383.672,2305,295.912
250000013,نور الدين عبد الرحيم البستنجي,816.046,14121.108,13103.7,1833.454
250000014,مفيد علي محمد أبو خميس,-363.746,4424.562,3982.062,78.754
250000017,يوسف اياد البستنجي,-268.25,2017.503,1748.903,0.35
250000018,هبة باسل خليل الشريف,-218.25,1072.75,580.5,274
250000019,محمد نور الدين الوحيدي,-222.304,5535.841,5311.876,1.661
250000020,محمد منذر محمد السواعير,-266.213,2764.72,2370.173,128.334
250000021,محمد فاروق طه الشيخ,-163.861,3337.903,3098.843,75.199
250000022,معاذ بسام أحمد أبو حماد,-255.703,1516.436,1214.115,46.618
250000023,محمود اسماعيل عصمان,-310.588,3830.526,3132.257,387.681
250000024,محمد يوسف محاميد,359.091,771.834,659.187,471.738
250000025,عبدالله ياسر البستنجي,-52.075,5044.925,4337.15,655.7
250000027,أحمد محمود عبدالقادر العقيلي,-155.607,3521.885,3266.051,100.227
250000028,أحمد محمد محمود الحوامدة,-646.874,4158.887,3412.012,100.001
250000030,حمزة محمد أبو غنيم,-254.13,3089.505,2716.88,118.495
250000031,جهاد محمود محمد  فقوسة,300.982,94.627,24.65,370.959
250000032,المعتز بالله ناصر سليمان العطرة,-346.753,3364.344,2963.841,53.75
250000033,المعتز بالله اسامة محمد البستنجي,-218.269,2041.103,1635.103,187.731
250000034,احمد محمد محمود القطارنة,-218.804,2028.711,1740.461,69.446
250000035,أحمد بسام احمد ابو حماد,-315.547,2817.379,2425.412,76.42
250000036,أحمد ابراهيم محمود ابو سمحة,-268.43,2451.723,2148.992,34.301
250000038,عامر رامي عامر سليم,-194.601,1966.783,1698.43,73.752
250000039,عاصم عمر أحمد البستنجي,99.995,1917.578,1917.58,99.993
250000040,عادل عصام المصري,-424.026,1380.06,215.25,740.784
250000041,عبدالرحمن خليل ابو اسماعيل,-284.707,2296.959,2012.957,-0.705
250000044,زياد محمد الحريري,-373.497,4630.928,3428.65,828.781
250000045,رضوان سائد,-239.797,2377.371,2108.545,29.029
250000046,حمزة مصلح مسلم ابو غليون,-248.761,1511.018,1196.097,66.16
250000048,سعد حسن سعد منسي,-321.88,3514.726,3128.677,64.169
250000049,ساجدة باسل خليل الشريف,-193.239,2182.25,1889,100.011
250000050,محمود رياض الدغيمات,-208.025,2608.457,2155.742,244.69
250000051,أحمد فواز التلبيشي,-218.288,2143.727,1683.813,241.626
250000052,بدوي بلال حسن,,3783.89,,3783.89
250000053,نور المجدوب,-323.901,2792.645,2461.185,7.559
250000054,وسام محمد,,270.666,541.332,-270.666
250000055,وسام محمد أبو غنيم,-267.7,1891.849,1302.583,321.566
250000058,لينا السيد جابر عبد الفتاح,-238.301,1888.517,1620.167,30.049
250000059,مرشد عطالله الراشد,,1635.89,1236.881,399.009
250000060,امجد يوسف الفيومي,800,400,1200,
250000061,ابراهيم سلمان البستنجي,-180.987,2123.511,1655.977,286.547
250000062,أنس محمد خضر ابو العرج,-219.484,714.023,277.313,217.226
250000063,حنان مصطفى عبد العال ابو حسين,-183.583,635.416,451.833,
250000064,خالد دوحان حمدان الفواعرة,-218.401,2599.37,1741.949,639.02
250000065,عبادة ماهر ابو دوش,-220.099,2148.27,1901.987,26.184
250000066,عبدالله علي محمد الدرابيع,-199.259,909.16,728.782,-18.881
250000067,فرح محمد قويدر,-218.25,2089.193,1858.083,12.86
250000068,عبدالملك علي علي,,2445.605,100,2345.605
250000069,عدنان احمد اليمني,,2292.58,100,2192.58
250000070,حمزة مسعد ناجي,,2508.071,100,2408.071
250000071,حاتم قاسم سليمان العيد,,744.615,683.615,61
250000072,رانيا حامد حسين الكوز,-208.583,2075.454,1816.521,50.35
250000073,طلال ابراهيم سالم الخريشا,-270.067,2154.757,1886.507,-1.817
250000074,اسراء عدنان محمود عباس,-585.894,4779.288,4193.394,
250000075,رانيا نبيل مصطفى كتوت,-416.25,3360.805,2931.673,12.882
250000076,طارق حسام بركات بطاح,-605,5422.7,4162,655.7
250000078,سيف الدين ناصر النويرات,,939.781,961.53,-21.749
250000079,ليث فلاح محمود الخلايلة,,942.196,942.166,0.03
250000082,محمود مصطفى البشارات,,973.613,973.613,
250000083,محمد خالد الطواب,,345.394,176.114,169.28
250000084,صهيب سليمان النويرات,,992.947,992.947,
250000085,نائل بسام محمد,,1080.03,983.28,96.75
250000088,محمد ايمن ابو سرحان,,615,615,
250000089,محمد خالد سعيد الطواب,,478.498,478.498,
250000090,ايهم يوسف البواطي,,1582.5,1582.5,
250000091,احمد خليل عطا درس,,769.531,224.447,545.084
250000094,لؤي ايهاب يحيى العقيلي,,534.833,584.833,-50
250000095,جهاد حسن جميل العموري,-80.512,,,-80.512
250000096,محمد بسام ابو حماد,-1.1,,,-1.1
250000097,فاضل صوالحة,-369.447,,,-369.447
250000099,علوي المصري,,656,,656
250000100,صخر وهبان ناجي,,299.07,,299.07
250000101,أحمد محمد صالح أحمد,,352,,352
250000102,خليل كايد احمد الوردات,,50,,50
,,__________________,__________________,__________________,__________________
Total Employees,,-12353.817,188363.55,154065.324,21944.409
,,,,,
,,__________________,__________________,__________________,__________________
Total Customers:,,663677.923,4766991.902,4423077.911,1007591.914
,,,,,
Suppliers,,,,,
,,,,,
Local Vendors,,,,,
,,,,,
LV0000309,شركة الاوائل لأنظمة الحاسبات,,,350,-350
LV0000310,شركة أوج لهندسة المياه,,1620,1620,
LV0000317,نقليات ابو أيوب,-1805,9310,7790,-285
LV0000320,جدكو,-48357.76,,,-48357.76
LV0000322,جوهرة المدينة للادوات الكهربائية,-1956.967,8342.402,6838.549,-453.114
LV0000327,شركة المدن الصناعية,,13411.88,13412.26,-0.38
LV0000328,شركة زهرة الضياء لبيع القهوة والبهارات,-9000.511,78515.571,74765,-5249.94
LV0000329,شركة برافو لصناعة المكسرات والشوكولاته,,782.365,898.684,-116.319
LV0000332,شركة المطاحن الهاشمية المحدودة,,,32946,-32946
LV0000340,بعيا للتخليص على البضائع,-0.14,8668,8741.86,-74
LV0000342,مؤسسة السيد بطيبط التجارية,-15.95,,,-15.95
LV0000343,شركة حياه الطفل لصناعة المنتجات الصحية,-2614.411,4740.886,3090.79,-964.315
LV0000344,شركة النبلاء لتطوير المدن الصناعية,577433.285,43196.5,,620629.785
LV0000346,مؤسسة مجدي القعابرة للخدمات المطبعية,,570,738,-168
LV0000347,شركة كابيتال للشحن,,9550,4186,5364
LV0000351,مركز التوريدات الانشائية,-560,,,-560
LV0000354,شركة افاق الاردن للصناعات الهندسية,,15806.972,15806.972,
LV0000355,مؤسسة التعافي للمستلزمات الطبية,,1657,2252,-595
LV0000356,شركة خليل شامي وشريكه,-839.45,3736.418,3284.518,-387.55
LV0000362,تطوير دعم صندوق الصناعة,-99046,,,-99046
LV0000367,المؤسسة المنفردة لصناعة الكمبريسرات الصناعية,-160,110,,-50
LV0000368,شركة التعبئة الفنية لصناعة العبوات البلاستيكية,-2744.047,13344.707,13209.58,-2608.92
LV0000369,شركة كابولي للتجارة,,22000,22000,
LV0000370,الأولى للتأمين,15,,,15
LV0000373,شركة لوزان للتدفئة والتكييف,,2500,,2500
LV0000375,سوا للصناعات البلاستيكية,,1236,1656,-420
LV0000377,شركة السلام للشحن السريع,-674.5,5733.25,5396.5,-337.75
LV0000378,شركة الادراة المتكاملة لخدمات الصحة العامة,,337.5,337.5,
LV0000379,شركة الزنبقة,,18535,18535,
LV0000382,التجار المتحدون,,5365,5365,
LV0000383,الظاهر للخدمات الزراعية,,400,400,
LV0000384,شركة مطاحن النجمة للبن والبهارات,,32710.86,32710.86,
LV0000385,شركة الشروق لصناعة الكرتون,-587.1,17152.133,23225.483,-6660.45
LV0000387,شركة جراند للصناعات البلاستيكية,-5372.644,51679.407,47883.023,-1576.26
LV0000388,مصنع مشهور لصناعة التنك,-105.6,7187.75,8488.05,-1405.9
LV0000389,شركة وديع فينان وشركاه,,2721.6,2721.6,
LV0000391,مؤسسة المجيد للصناعات البلاستيكية,-1272.6,32497.12,31402.12,-177.6
LV0000392,شركة الأفق للصناعات البلاستيكية,,18965,20309,-1344
LV0000393,شركة الربان الصناعية,-4122.54,5107.15,984.6,0.01
LV0000395,مؤسسة أنوار الاردن للمعدات والمواد الخام,,3996.326,3996.326,
LV0000397,مصنع ستار بلاستيك الاردني,,4792.16,4792.16,
LV0000398,المؤسسة العربية لصناعة البلاستيك,-1326,4778.5,4052.5,-600
LV0000399,المبدعون للطباعة وتجارة الورق والكرتون,-1369.25,13723.31,12667.56,-313.5
LV0000402,شركة يبرود لتجارة الحديد,-238.956,980.498,49,692.542
LV0000403,شركة الجبالي إخوان وشركاهم ذ.م.م,-47.614,3761.614,8014,-4300
LV0000405,شركة أسيا للصناعات البلاستيكية,-16115.386,64381.673,55464.646,-7198.359
LV0000406,شركة المعاصرون للصناعات الغذائية,2234.795,,2234.795,
LV0000410,شركة التامورا للمعدات الصناعية,-2250,2250,,
LV0000413,شركة جدارا للتخليص,,33468,57867.14,-24399.14
LV0000415,شركة عيسى ابراهيم وشركاه,-1484.598,9733.009,9806.5,-1558.089
LV0000416,جونيا لصناعة مواد التنظيف والتعقيم,,433.35,595.35,-162
LV0000418,الخبير للتجهيزات العامة,14.95,,1167.85,-1152.9
LV0000420,شركة الحلول الدولية للمواد الغذائية,,424787.5,425012.5,-225
LV0000422,شركة الرؤيا المستقبلية لخدمات المطبعية,,1414.132,1414.132,
LV0000423,مؤسسة المؤهلون الجدد للتجهيزات والتجارة,,,180,-180
LV0000429,شركة الهدف الدولية للأستيراد والتصدير,-1867.5,3735,3105,-1237.5
LV0000430,الريادية للتعبئة والتغليف,,5620,5620,
LV0000431,مطعم الاخوة البستنجي,,8705.436,7798.068,907.368
LV0000434,بهاء الدين البستنجي مشتريات,,102819.616,371677.505,-268857.889
LV0000435,شركة رجائي ومحمد عيسى الملك للتجارة,,29122.818,55047.249,-25924.431
LV0000439,مورد نقدي,,627.7,627.7,
LV0000441,ابن رشد لتكنولوجيا المياه,,224,224,
LV0000442,الشركة العربية لصناعة الكرتون,,2572.86,2572.86,
LV0000443,wenzhou rayen machinery -قطع غيار,-465.813,,,-465.813
LV0000444,شركة نور العرب للصناعات البلاستيكية,-598.56,598.56,,
LV0000445,Beno-palatinit gmbh- المانيا,-21491.662,,,-21491.662
LV0000446,KONGSKILDE INDUSTRIES - ماكينات,32074.328,,,32074.328
LV0000447,henan lewin induustrial development - الصين,7794.856,,,7794.856
LV0000449,بضاعة بوندد النبلاء,,2449975671,2449975671,
LV0000456,أطياف الربيع للألبسة المهنية,,1536,1536,
LV0000459,طلبيات في الطريق,,5682,,5682
LV0000463,داتش تو التجارية - السودان,,,351841.25,-351841.25
,,__________________,__________________,__________________,__________________
Total Local Vendors,,393076.655,2451142905,2451774380,-238397.852
,,,,,
Foreign Vendors,,,,,
,,,,,
FV0000030,M JG TRADING L.L.C- BRAZEL,,191628.36,191628.36,
FV0000032,GENERAL TRADING- UGANDA,7009.672,,,7009.672
FV0000033,ROMAN FOODSLLC,164746.478,,49598.095,115148.383
LV0000432,نقليات سلطان الخريشا,,5610.35,6000,-389.65
LV0000433,شركة رتاج لتوزيع وتجارة المواد الغذائية والتنموية,,8147.49,16502.89,-8355.4
LV0000436,الريادة استشارات مالية وضريبية,,2000,2000,
LV0000437,الافاق الشرقية للتجارة الدولية,,50513.564,50513.564,
LV0000438,المختبرات التخصصية للمياه والبيئة,88,905.2,1733.8,-740.6
LV0000440,الشركة الإقليمية لصناعة العبوات البلاستيكية,,162.5,162.5,
LV0000450,شركة دفرنت للتصميم الجرافيكي,,15000,,15000
LV0000451,البترا للصنفرة والصناعات الخفيفه,,,323.265,-323.265
LV0000452,شركة عدنان الخضري و اولاده التجاريه,,300,300.3,-0.3
LV0000455,الشركة الأهلية الحديثة للنماذج,,,2225.75,-2225.75
LV0000457,اعمال ماء الريل للاستيراد والتصدير,,,235742.5,-235742.5
LV0000458,نقليات احمد الخريشا للمياه,,3434.229,3435,-0.771
LV0000461,مرابحات البنك الاسلامي الاردني,-3807668.295,322662,,-3485006.295
LV0000462,مرابحات بنك صفوة الاسلامي,-1219986.634,230560,,-989426.634
LV0000464,BORRA TECHNOLOGY CO - LTD,,2765.1,,2765.1
LV0000465,LEDADER SPRAY TECHNOLOGY,,394.204,,394.204
LV0000466,SHANGHAI ZHILONG PUMPVALVE,,1382.55,,1382.55
LV0000467,DONJOY TECHNOLOGY CO . LTD,,,1425.09,-1425.09
LV0000468,الشركة الاقليمية للمقاولات الانشائية,,40000,10000,30000
,,__________________,__________________,__________________,__________________
Total Foreign Vendors,,-4855810.779,875465.547,571591.114,-4551936.346
,,,,,
,,__________________,__________________,__________________,__________________
Total Suppliers,,-4462734.124,2452018371,2452345971,-4790334.198
